"gene","nes","pval"
"ZNF484",-0.647863270821429,0.517073388401945
"ZNF154",-0.645175788153618,0.518813274526533
"SMYD3",-0.641706219788988,0.521063950010523
"ZXDB",-0.639939653786282,0.522211832697041
"ZNF165",0.636300022951914,0.524580889999802
"ZNF25",0.635316291708801,0.525222150229882
"NFYA",-0.626786218999102,0.530799378152801
"BHLHE40",-0.626403152719416,0.531050542180294
"ZNF100",-0.616916918676889,0.537289526790705
"ZNF385C",0.614054265769179,0.539179468454978
"E2F1",-0.612412633785256,0.540264785123197
"CEBPA",-0.607150689864513,0.543750912933352
"ZNF660",-0.606753696617646,0.544014381068358
"ZNF501",-0.604666161614791,0.545400836191747
"NKX2-1",-0.600674784558141,0.548056616926267
"ZNF287",-0.599924169873675,0.548556773577247
"PPARD",-0.59779364211744,0.549977633479526
"HEYL",0.596278620022854,0.550989111388629
"ZNF644",-0.586396835669146,0.557608870261486
"ZNF142",-0.585453402915749,0.558242889684097
"ZNF148",-0.584339986278993,0.558991594768085
"ZNF783",-0.584080040028794,0.559166463021961
"ZNF627",-0.583187191118986,0.559767292941949
"NRL",-0.576236249993653,0.564455506171726
"ZNF417",-0.574151462818541,0.56586531105718
"ZNF805",-0.572422023393713,0.567036099076507
"LCORL",-0.566802269588206,0.570848528446241
"ASH1L",-0.5652372655218,0.571912392710609
"ZNF92",-0.565183245112307,0.57194913172525
"ZNF197",-0.562340055818036,0.573884352143719
"THAP5",-0.559165682298838,0.576048651671875
"ZBTB44",-0.557392319509284,0.577259411913208
"TET2",-0.555932608625735,0.578256925437401
"ZNF404",-0.552418541961293,0.580661629794121
"ZNF623",-0.550255635935924,0.582144048357539
"ZNF658",-0.544704248710186,0.585956942246161
"ZNF678",-0.543112700238162,0.587052208823021
"MYSM1",-0.53758546675529,0.590863265890097
"FOXO4",0.531124512972846,0.595332498544943
"IKZF3",-0.529377014783902,0.596543939809303
"TMF1",-0.524002227183366,0.60027699078852
"POU3F1",0.523979503736764,0.60029279573114
"ZNF821",0.52261746833493,0.60124048191464
