"regulon","avg_log2FC","pval","gene","p_val_adj","sig"
"ZXDB(+)",0.300775242196702,6.56173755217981e-05,"ZXDB",0.000128604518691457,"NS"
"ZNF2(+)",-0.135779772170144,6.77078633746629e-05,"ZNF2",0.000132422326473814,"NS"
"NR2C2(+)",0.102819319167923,7.6857320782775e-05,"NR2C2",0.000150000947494113,"NS"
"CLOCK(+)",-0.0780255123221344,8.12401832571524e-05,"CLOCK",0.000158222495274412,"NS"
"ZNF827(+)",0.104588652555475,9.39354855122865e-05,"ZNF827",0.000182564991717394,"NS"
"ZNF594(+)",-0.073940460146611,0.000102413768190191,"ZNF594",0.000198627120352165,"NS"
"ZNF777(+)",0.152530013625094,0.000127109400328562,"ZNF777",0.000246009651885905,"NS"
"HMG20A(+)",-0.101231921151078,0.000135565627448732,"HMG20A",0.000261830494594328,"NS"
"ESRRA(+)",-0.044417622391989,0.00013808069129659,"ESRRA",0.000265583772700894,"NS"
"ZNF626(+)",-0.0927291585703531,0.0001379858846188,"ZNF626",0.000265583772700894,"NS"
"TET2(+)",-0.0480161624017684,0.000145867214669849,"TET2",0.000279980666174153,"NS"
"CUX1(+)",-0.062203333964244,0.000147725794595877,"CUX1",0.000282963429236226,"NS"
"PPARD(+)",-0.0481062647786399,0.000149632225831721,"PPARD",0.000286025386414956,"NS"
"ZNF25(+)",0.165231755613699,0.000170765330153699,"ZNF25",0.000325751523024203,"NS"
"ZNF134(+)",0.0940419377544803,0.000213430744706145,"ZNF134",0.00040630565949182,"NS"
"ZNF367(+)",0.0953006428106067,0.000218777826089367,"ZNF367",0.000415633129728061,"NS"
"KLF11(+)",0.0830112116719616,0.000221979476734635,"KLF11",0.000420854967115257,"NS"
"ZBED4(+)",-0.081113192952853,0.000243138972875298,"ZBED4",0.000460032802039006,"NS"
"ZFP82(+)",-0.104841975540892,0.000280222613519335,"ZFP82",0.00052911952837289,"NS"
"ZKSCAN8(+)",-0.111622030678597,0.000287902271249301,"ZKSCAN8",0.000542517667323734,"NS"
"DBP(+)",0.0629831999419309,0.000307284933863006,"DBP",0.000577835395111143,"NS"
"ZBTB4(+)",-0.079157481062019,0.000307888612034462,"ZBTB4",0.000577835395111143,"NS"
"NCOA3(+)",0.0674978415951598,0.000309200392936582,"NCOA3",0.000579127348867106,"NS"
"TMF1(+)",-0.0685553345324714,0.00031899856962844,"TMF1",0.000596277004396018,"NS"
"ARID3B(+)",-0.0425649088038403,0.000335413152184063,"ARID3B",0.000625700438512037,"NS"
"ZNF146(+)",0.129562890271976,0.000371179590201498,"ZNF146",0.000691033746086556,"NS"
"ZNF320(+)",0.0193049014576984,0.000389472017420012,"ZNF320",0.000723639008366382,"NS"
"ZNF813(+)",0.183701911788374,0.000394497111396941,"ZNF813",0.000731512607759996,"NS"
"ZFP62(+)",-0.11921273999313,0.000400649246474627,"ZFP62",0.000739966500944193,"NS"
"ZBTB42(+)",-0.15857441418482,0.000400519316689424,"ZBTB42",0.000739966500944193,"NS"
"ZNF708(+)",-0.0759786307568728,0.000401939504655507,"ZNF708",0.000740876586954297,"NS"
"ZNF263(+)",0.0961151859190264,0.000464555065700756,"ZNF263",0.000854597338685153,"NS"
"ZNF555(+)",0.277224558336853,0.000486156499815982,"ZNF555",0.000892567961124599,"NS"
"MSANTD4(+)",0.112142893288386,0.000510640409821184,"MSANTD4",0.000935670494524417,"NS"
"NFX1(+)",-0.0815337648648274,0.000519106682959046,"NFX1",0.00094931123714361,"NS"
"ZSCAN16(+)",-0.108104372926377,0.000524878392296334,"ZSCAN16",0.000957980405586041,"NS"
"HIVEP1(+)",0.0734616653903573,0.000568858786592186,"HIVEP1",0.00103621531910616,"NS"
"ZNF814(+)",-0.0757230639321348,0.000622730851956766,"ZNF814",0.00113212712616015,"NS"
"ATF2(+)",-0.0853075786314867,0.000625067226090548,"ATF2",0.00113415518171508,"NS"
"NRL(+)",0.121967659949311,0.000648561218384192,"NRL",0.0011744900036626,"NS"
"TCF4(+)",-0.0552215625390233,0.000655885555174627,"TCF4",0.00118544295867165,"NS"
"SREBF2(+)",-0.0643856799228894,0.00073870795903534,"SREBF2",0.00133254309503657,"NS"
"NFATC2(+)",-0.0583362219716048,0.000746606039495192,"NFATC2",0.0013441802532772,"NS"
"ZNF32(+)",-0.0769408594472505,0.000761817148477171,"ZNF32",0.0013689132126408,"NS"
"ZNF384(+)",0.0564100365643957,0.000773384057319859,"ZNF384",0.00138434256117562,"NS"
"ZNF43(+)",-0.0629933441896465,0.000772433743030946,"ZNF43",0.00138434256117562,"NS"
"ZNF79(+)",-0.122111511863685,0.000826613619586999,"ZNF79",0.0014767770242237,"NS"
"MBD4(+)",-0.0399639664281318,0.000843570007082632,"MBD4",0.00150417761339686,"NS"
"SCML4(+)",0.0843515134531576,0.000859424342725124,"SCML4",0.00152951190496483,"NS"
"ETV6(+)",-0.0707493810924504,0.000899866518006634,"ETV6",0.00159663999771035,"NS"
"ZNF699(+)",-0.334314435319831,0.000900580579978712,"ZNF699",0.00159663999771035,"NS"
"ZNF41(+)",-0.10651873513418,0.000951097855199404,"ZNF41",0.00168299029996237,"NS"
"TFCP2(+)",0.135361754302984,0.00100517121082966,"TFCP2",0.00177529287996341,"NS"
"ZNF346(+)",-0.0689759898862355,0.00101981817963899,"ZNF346",0.00179774400167859,"NS"
"ZNF443(+)",0.107402268659571,0.00106113896736426,"ZNF443",0.00186704185735113,"NS"
"CEBPB(+)",-0.0580407302172579,0.00112111535413119,"CEBPB",0.00196883962946667,"NS"
"ZNF773(+)",-0.136218902008354,0.00113465266276479,"ZNF773",0.00198885344095941,"NS"
"ZNF287(+)",0.342518872076144,0.0011938566483698,"ZNF287",0.00208631554849519,"NS"
"ZBTB21(+)",0.0956041534193458,0.00119699266668238,"ZBTB21",0.00208631554849519,"NS"
"ZNF524(+)",0.0499018562740632,0.0011953905833133,"ZNF524",0.00208631554849519,"NS"
"IKZF5(+)",0.0610750928406118,0.00123146367264004,"IKZF5",0.00214237781251423,"NS"
"ZNF69(+)",-0.136821565344584,0.0012338318848392,"ZNF69",0.00214248564675817,"NS"
"E2F4(+)",0.0445805537831525,0.00136116461390756,"E2F4",0.00235918269835844,"NS"
"L3MBTL3(+)",-0.0402776782103198,0.00136638834010507,"L3MBTL3",0.00236382638353372,"NS"
"ZFP91(+)",-0.0814520062319466,0.00137021736508609,"ZFP91",0.00236604448357803,"NS"
"FOXO4(+)",0.28111646873747,0.00139856184970832,"FOXO4",0.0024105082715752,"NS"
"ZNF142(+)",0.0867364785867617,0.00140492002018933,"ZNF142",0.00241698277547386,"NS"
"STAT4(+)",-0.0399999137908337,0.00143116191195297,"STAT4",0.00245757747912072,"NS"
"USF1(+)",0.0912143096597502,0.00148001538659903,"USF1",0.00253677914049908,"NS"
"ZNF844(+)",0.0830226102147536,0.00149941330709025,"ZNF844",0.00256529458984685,"NS"
"ZNF354A(+)",-0.0542623197959116,0.00160602643690838,"ZNF354A",0.00274264441155862,"NS"
"ZNF800(+)",-0.0626748772955048,0.0016548132610281,"ZNF800",0.00282077343026625,"NS"
"IRF8(+)",-0.048160711817795,0.00179001943224621,"IRF8",0.00304565577391342,"NS"
"ZNF235(+)",-0.0789028104872915,0.00186712443310016,"ZNF235",0.00316598997691272,"NS"
"ZNF257(+)",-0.121948476929803,0.00186755921135433,"ZNF257",0.00316598997691272,"NS"
"CHCHD3(+)",-0.0331428005452031,0.00192866946179238,"CHCHD3",0.00326363193079257,"NS"
"ZNF548(+)",0.0967473968853558,0.00206089878454385,"ZNF548",0.00348104540152952,"NS"
"NR4A3(+)",0.0239980769245386,0.00225632729166425,"NR4A3",0.00380422514329599,"NS"
"NR1H2(+)",-0.0415127500752701,0.00236627117442613,"NR1H2",0.00398236579898891,"NS"
"IRF5(+)",-0.0648946100112508,0.00239139726012345,"IRF5",0.00401737442071371,"NS"
"GTF2IRD2(+)",-0.0742167614869985,0.00246651572076923,"GTF2IRD2",0.00413608863645237,"NS"
"ZNF692(+)",-0.093830893988354,0.0025407619676087,"ZNF692",0.00425291507731259,"NS"
"MZF1(+)",-0.0655689187694851,0.00265976989546154,"MZF1",0.00444411192964707,"NS"
"ZNF138(+)",-0.104462440271301,0.00270878330749616,"ZNF138",0.00451788095630867,"NS"
"CC2D1A(+)",-0.095841171059189,0.00279878112336766,"CC2D1A",0.00465961946883253,"NS"
"ZNF512(+)",-0.0522220818767207,0.00281749619200086,"ZNF512",0.0046823863369746,"NS"
"ESR1(+)",0.113947607483041,0.00298083673255078,"ESR1",0.00494499522239228,"NS"
"PBX4(+)",-0.0521047460656807,0.00298701850226102,"PBX4",0.00494641744848572,"NS"
"ZNF519(+)",0.0435463466655337,0.00315841132870953,"ZNF519",0.00522093260564262,"NS"
"CIC(+)",0.145823878747518,0.00316753813929949,"CIC",0.00522671923873752,"NS"
"ZNF140(+)",-0.109118412848969,0.00322129428837825,"ZNF140",0.00530599715231098,"NS"
"ZNF689(+)",-0.188792825623612,0.00326756467410495,"ZNF689",0.00537268598627169,"NS"
"RFX2(+)",0.0775337041773425,0.00327625688045696,"RFX2",0.00537746049813519,"NS"
"ZNF549(+)",0.142230715992451,0.00337552016398934,"ZNF549",0.00553061416639524,"NS"
"SOX4(+)",0.0772498305982934,0.00338558926431665,"SOX4",0.00553734582139113,"NS"
"ZNF493(+)",-0.0723287849221795,0.00341297063531796,"ZNF493",0.00557231936768082,"NS"
"ZNF525(+)",-0.117098047486118,0.00359030550285468,"ZNF525",0.00585156809149473,"NS"
"ZNF160(+)",-0.105277800230814,0.00368557518238063,"ZNF160",0.0059963210935755,"NS"
"E2F8(+)",0.0439226389946805,0.00369207420196771,"E2F8",0.0059963932406084,"NS"
"ZNF76(+)",-0.155971856863371,0.00376680100486863,"ZNF76",0.00610708225745718,"NS"
"CXXC5(+)",-0.0133345715292928,0.0038631841583821,"CXXC5",0.00625243568490761,"NS"
"ZNF614(+)",0.0984626335692019,0.00455620928828493,"ZNF614",0.00736124944142035,"NS"
"MBNL2(+)",0.0559664547972148,0.00475312630463542,"MBNL2",0.00766606655730262,"NS"
"PRMT3(+)",-0.0618564183468805,0.00513908667301314,"PRMT3",0.0082741967404319,"NS"
"ZNF816(+)",-0.119346606746359,0.00518103214198872,"ZNF816",0.00832729906558394,"NS"
"ZNF598(+)",0.060940428524442,0.00534179894976683,"ZNF598",0.00857086567242381,"NS"
"FLI1(+)",-0.0496961031922001,0.00565316591600649,"FLI1",0.0090548123033966,"NS"
"RXRA(+)",0.0332310191720383,0.00575106276124737,"RXRA",0.00919576128261413,"NS"
"PREB(+)",-0.0608602535243893,0.00606652929491175,"PREB",0.00968351497418045,"NS"
"USF2(+)",-0.0551626853035153,0.00617084943458227,"USF2",0.00983313743520915,"NS"
"NFXL1(+)",-0.053034861814022,0.00659601180005505,"NFXL1",0.0104926283600191,"NS"
"SNAPC5(+)",-0.0339277079974267,0.00672481341701713,"SNAPC5",0.0106792336143742,"NS"
"ZNF644(+)",-0.0378995979562905,0.00679917689992184,"ZNF644",0.0107788998976577,"NS"
"MGA(+)",0.0381584018911555,0.00685499587499661,"MGA",0.0108488776284018,"NS"
"GMEB1(+)",-0.0531702356707628,0.00693684177772253,"GMEB1",0.0109597381148031,"NS"
"ZNF669(+)",0.0555018089740726,0.00697675888111293,"ZNF669",0.0110040899839625,"NS"
"HOXA9(+)",0.0830304148678494,0.00713713648512138,"HOXA9",0.0112379657536911,"NS"
"RFX3(+)",0.0872216539381979,0.00769833366157702,"RFX3",0.0121011031668444,"NS"
"RFX5(+)",-0.0834230936412348,0.00785814467589884,"RFX5",0.0123314466282264,"NS"
"ZSCAN9(+)",-0.159700043753572,0.00797417982602025,"ZSCAN9",0.0124924334879811,"NS"
"ZNF567(+)",-0.0860845098549592,0.00810801420927668,"ZNF567",0.0126807158256196,"NS"
"ZNF45(+)",0.047827132744584,0.00832529277787986,"ZNF45",0.0129986504044544,"NS"
"TERF2(+)",0.0453690238109301,0.00849138963120644,"TERF2",0.0132357398781724,"NS"
"ZNF654(+)",0.0680925583376786,0.00858946355218726,"ZNF654",0.0133661836515611,"NS"
"AKAP8(+)",0.0633019880270171,0.00878428071736548,"AKAP8",0.0136464829204557,"NS"
"ZNF706(+)",-0.0179373951163453,0.00890969775741425,"ZNF706",0.0138182123816992,"NS"
"BACH2(+)",0.0440669090931246,0.00975981105975854,"BACH2",0.0151114407908595,"NS"
"PURA(+)",-0.0581028695928566,0.0102973558058283,"PURA",0.0159172105550991,"NS"
"BBX(+)",-0.0403285639003875,0.0105199051549151,"BBX",0.0162342057955418,"NS"
"ZNF236(+)",0.0767091222783253,0.0112093651828706,"ZNF236",0.0172408944617331,"NS"
"SPEN(+)",-0.0351384348503061,0.0111998602334092,"SPEN",0.0172408944617331,"NS"
"ZNF771(+)",0.00830676450411295,0.011550943712739,"ZNF771",0.0177369036514621,"NS"
"AEBP2(+)",-0.0787540397439442,0.0118420489411285,"AEBP2",0.0181539001094197,"NS"
"HIVEP2(+)",-0.0403601597495435,0.0121048791695423,"HIVEP2",0.0185262483500903,"NS"
"SP1(+)",0.0390556466084689,0.0122481381832857,"SP1",0.0187146716649218,"NS"
"ZNF10(+)",-0.0394463016419439,0.0127599212393878,"ZNF10",0.0194646417592631,"NS"
"PHF21A(+)",-0.051204507249531,0.0128026480259137,"PHF21A",0.0194658920066674,"NS"
"E2F5(+)",-0.144206671262305,0.0127954816952994,"E2F5",0.0194658920066674,"NS"
"ZNF362(+)",0.0661528996517668,0.0129624580382768,"ZNF362",0.0195806886464376,"NS"
"TRPS1(+)",0.0576529103774104,0.012956279019172,"TRPS1",0.0195806886464376,"NS"
"POGK(+)",-0.0461401444092992,0.0129315889912485,"POGK",0.0195806886464376,"NS"
"ZNF154(+)",-0.143380815637023,0.0129119995248487,"ZNF154",0.0195806886464376,"NS"
"FOXC1(+)",0.0732644533759843,0.0133427572612221,"FOXC1",0.0201224374929795,"NS"
"E2F6(+)",0.0721967334939789,0.0135936782823916,"E2F6",0.0204490484521078,"NS"
"HIF1A(+)",0.062982283028915,0.0136033497776131,"HIF1A",0.0204490484521078,"NS"
"SCMH1(+)",-0.0522367543362726,0.0137426440348407,"SCMH1",0.0206250667340339,"NS"
"ZNF71(+)",-0.0917813327316821,0.0141614290871607,"ZNF71",0.0212193026160843,"NS"
"ZNF770(+)",0.0943420870399969,0.0147275047987463,"ZNF770",0.0220319677263048,"NS"
"ZNF783(+)",0.237603869479082,0.0150387133408891,"ZNF783",0.0224613580284341,"NS"
"SP110(+)",0.0481648547166192,0.0160517596168763,"SP110",0.0239359304720355,"NS"
"MYRF(+)",0.0508213683403409,0.0166114412156582,"MYRF",0.0247308155277988,"NS"
"ZNF420(+)",-0.0550178734658201,0.016942107302628,"ZNF420",0.0251827482946262,"NS"
"HOXA4(+)",0.0959756603125929,0.0176440664123436,"HOXA4",0.0261842455224716,"NS"
"ZNF569(+)",-0.0177684382153002,0.0203189948732841,"ZNF569",0.030105815370464,"NS"
"ZBTB5(+)",-0.0856181390358073,0.020569161855086,"ZBTB5",0.0304279480308518,"NS"
"ZFP69(+)",0.105873599045191,0.0207038364808492,"ZFP69",0.0305784802713973,"NS"
"ZNF66(+)",-0.0528196656985728,0.0207564903857608,"ZNF66",0.0306075866164631,"NS"
"ZNF551(+)",-0.0517491522223686,0.0214293726281217,"ZNF551",0.0315497419517038,"NS"
"HES6(+)",0.0382292889714633,0.0215787662478126,"HES6",0.0316693109703285,"NS"
"ESR2(+)",-0.130135779591146,0.0215582313424566,"ESR2",0.0316693109703285,"NS"
"BAZ2A(+)",-0.0542176183354865,0.0216150457870024,"BAZ2A",0.0316725197730682,"NS"
"ETV3(+)",0.0499531407802352,0.0228932690518249,"ETV3",0.0334926723608587,"NS"
"KIN(+)",-0.100109798442847,0.0237017992500272,"KIN",0.034621024376219,"NS"
"ZNF540(+)",0.0971536680798368,0.0238171075719917,"ZNF540",0.0347348397713977,"NS"
"HIC2(+)",0.0728565656795137,0.0242286339404341,"HIC2",0.0352796252831712,"NS"
"DMTF1(+)",-0.0447411086056523,0.0244324996090271,"DMTF1",0.035520801466019,"NS"
"ZNF496(+)",-0.125246002171141,0.0251164976759816,"ZNF496",0.036458166157792,"NS"
"ZNF518B(+)",0.0963920686107235,0.0252933977523293,"ZNF518B",0.0366576700653883,"NS"
"ZNF33A(+)",-0.0536947370501371,0.0253850883775561,"ZNF33A",0.0367332509388623,"NS"
"TRERF1(+)",-0.0499789813709552,0.025684369291435,"TRERF1",0.0371085211069099,"NS"
"TET1(+)",-0.0618540704716693,0.0258987919539473,"TET1",0.0373602138590327,"NS"
"IRF7(+)",0.0601132806818932,0.0261689955079238,"IRF7",0.037633122023005,"NS"
"ZNF322(+)",-0.0353914214548692,0.0261461479466403,"ZNF322",0.037633122023005,"NS"
"KLF7(+)",-0.0390765958105827,0.0266497639472199,"KLF7",0.0382062202268013,"NS"
"ZNF841(+)",-0.0813057910447466,0.0266295714340946,"ZNF841",0.0382062202268013,"NS"
"RXRB(+)",-0.0696870011114264,0.0268449634729642,"RXRB",0.0384267658958146,"NS"
"TFDP1(+)",0.0218787737750561,0.0269444248680695,"TFDP1",0.0385098010806716,"NS"
"ZNF136(+)",0.055710020701002,0.0278102830674214,"ZNF136",0.0396862564817734,"NS"
"ZNF264(+)",0.0340072348396922,0.028410488743583,"ZNF264",0.0404578750952937,"NS"
"ZNF333(+)",-0.139389351195819,0.0284380973490062,"ZNF333",0.0404578750952937,"NS"
"ZNF808(+)",-0.0420210328273687,0.0286876757491983,"ZNF808",0.0407505363471027,"NS"
"ZNF501(+)",-0.0525670590524909,0.0297144784829816,"ZNF501",0.0421446572682289,"NS"
"ZSCAN18(+)",0.0357010034878047,0.0298166378743192,"ZSCAN18",0.0422250862579917,"NS"
"ZSCAN29(+)",-0.0709976580666498,0.0301281553617755,"ZSCAN29",0.0426013033958743,"NS"
"SRF(+)",0.0362136291634199,0.0305011002245237,"SRF",0.043063103508484,"NS"
"ZNF880(+)",0.0467656317929299,0.0311624683579397,"ZNF880",0.043930095758006,"NS"
"CEBPZ(+)",0.0283145780933049,0.0318022984122928,"CEBPZ",0.0447641442803333,"NS"
"ZNF821(+)",0.0802791825441538,0.0319004236641454,"ZNF821",0.0448343321996839,"NS"
"ZNF627(+)",0.0537674632009003,0.0329482470052911,"ZNF627",0.0462370414923194,"NS"
"ZNF879(+)",-0.158239425837925,0.0334523009196521,"ZNF879",0.0468735860548368,"NS"
"HOXA1(+)",0.044321183792295,0.0346496434607133,"HOXA1",0.0483615385520292,"NS"
"NR1H3(+)",0.0421176711798581,0.0347224394124903,"NR1H3",0.0483615385520292,"NS"
"SMYD3(+)",-0.0115690848265028,0.0346823863393566,"SMYD3",0.0483615385520292,"NS"
"FOXJ3(+)",-0.0370546514011843,0.0346678313725383,"FOXJ3",0.0483615385520292,"NS"
"ZNF891(+)",0.0609015178598592,0.0371025205981104,"ZNF891",0.0515991641252164,"NS"
"PPARA(+)",0.0554097411934475,0.0380375661121508,"PPARA",0.0528204767088013,"NS"
"VEZF1(+)",-0.0325114264593006,0.0388280008673167,"VEZF1",0.0538376310533392,"NS"
"TBP(+)",0.121712894110052,0.0390509593638744,"TBP",0.0540660823383596,"NS"
"ZNF571(+)",-0.0418786649142289,0.0392385292329703,"ZNF571",0.0542449310378414,"NS"
"GLYR1(+)",-0.0525726735997999,0.040309949585291,"GLYR1",0.0556433033651342,"NS"
"ZNF628(+)",-0.0584466580455881,0.0425706420065485,"ZNF628",0.0586767454363257,"NS"
"MBD1(+)",0.0331296980957651,0.0427224866276315,"MBD1",0.0587988001141772,"NS"
"ZNF624(+)",-0.0432758753695455,0.0430100680875226,"ZNF624",0.0591070314398055,"NS"
"ZHX3(+)",-0.088854500155287,0.0442081056905821,"ZHX3",0.06066370780879,"NS"
"HOXA10(+)",-0.0474706723316737,0.0456543168070086,"HOXA10",0.0625558411706652,"NS"
"ZNF432(+)",-0.167151473453686,0.0466910596477025,"ZNF432",0.0638821714472984,"NS"
"E2F1(+)",-0.00813514066105717,0.0494230133361565,"E2F1",0.0675205579254255,"NS"
"ZNF557(+)",-0.0591438627802642,0.0503238462489444,"ZNF557",0.0686502983337289,"NS"
"ZNF358(+)",0.0736746687346831,0.050458650814988,"ZNF358",0.0687332648198297,"NS"
"ZMAT4(+)",-0.0497383652960075,0.0505798805094333,"ZMAT4",0.0687975241482628,"NS"
"RARG(+)",-0.0954002362027667,0.0520961768862189,"RARG",0.070756357203651,"NS"
"GTF2IRD1(+)",-0.072014088440438,0.052859683918937,"GTF2IRD1",0.0716885348331276,"NS"
"THAP7(+)",0.0411867358778277,0.0532555296869752,"THAP7",0.0721200977830904,"NS"
"ZNF253(+)",0.0391698009427726,0.0541037947032519,"ZNF253",0.0731621910907147,"NS"
"ZNF212(+)",-0.0835385801966284,0.05446961006966,"ZNF212",0.0735498077830147,"NS"
"ZNF718(+)",-0.0549036989931265,0.0549133937333908,"ZNF718",0.0740414263836286,"NS"
"ZNF195(+)",-0.0748450016322387,0.0564382052791578,"ZNF195",0.0759870908758516,"NS"
"ZNF274(+)",0.0244266216878355,0.0585901124561772,"ZNF274",0.0787702090763945,"NS"
"JRKL(+)",0.0684198151176274,0.0587204568356019,"JRKL",0.0788313647402806,"NS"
"HOXB3(+)",-0.0411032690863796,0.0615137860968833,"HOXB3",0.0824622038730225,"NS"
"BHLHE40(+)",-0.025399985078546,0.0634364455484921,"BHLHE40",0.0849170863322034,"NS"
"ZNF282(+)",-0.0531609637692822,0.0650390354542798,"ZNF282",0.0869370704129869,"NS"
"ZNF680(+)",0.0324648515899398,0.0657129702821573,"ZNF680",0.0877117088967301,"NS"
"FLYWCH1(+)",0.0520388444137311,0.0662185390314924,"FLYWCH1",0.0882597170161499,"NS"
"ZNF461(+)",-0.0403206942265241,0.0675326285213233,"ZNF461",0.0898822520004432,"NS"
"ATF6(+)",-0.0214989629493858,0.0678771889727065,"ATF6",0.0900827265080634,"NS"
"CREB1(+)",-0.0461894144971522,0.0678004952888376,"CREB1",0.0900827265080634,"NS"
"CREB3(+)",0.031783615016361,0.0689001330578469,"CREB3",0.0913098767628242,"NS"
"ZNF23(+)",-0.0791469699669131,0.0692272683331454,"ZNF23",0.0916127240477095,"NS"
"ZKSCAN4(+)",-0.0577718184975026,0.0694875516383456,"ZKSCAN4",0.0918263662475435,"NS"
"RUNX2(+)",0.0316714492941806,0.0699684811143544,"RUNX2",0.0923305666977773,"NS"
"SP140(+)",-0.0222134899416802,0.0707720158782563,"SP140",0.093258443618298,"NS"
"ZNF621(+)",0.0567918572205752,0.0709574974203599,"ZNF621",0.0933704179936464,"NS"
"TCF3(+)",-0.0388388296804851,0.0713030206280027,"TCF3",0.0936923708110531,"NS"
"ARID3A(+)",-0.102453744992871,0.0714542699589932,"ARID3A",0.0937584982936507,"NS"
"ZNF354B(+)",0.0383666072479968,0.0726786385934788,"ZNF354B",0.0952305433756584,"NS"
"JAZF1(+)",-0.00621778273895237,0.0728885373600831,"JAZF1",0.0953710580387567,"NS"
"ZNF460(+)",-0.0252529419233531,0.0730785464903023,"ZNF460",0.095485189436696,"NS"
"SMAD4(+)",-0.0434894205917602,0.0748277345785036,"SMAD4",0.0976333784036937,"NS"
"ZBTB17(+)",-0.0705560716434842,0.0752091878497783,"ZBTB17",0.0979934579417168,"NS"
"ZNF502(+)",-0.0547876133281797,0.0778582435851402,"ZNF502",0.101302952787949,"NS"
"ZNF354C(+)",-0.104637150084099,0.0800323031961749,"ZNF354C",0.103986027509436,"NS"
"ZSCAN12(+)",-0.0209707140018782,0.0806286948770296,"ZSCAN12",0.104614605503855,"NS"
"TGIF2(+)",0.0720446565691389,0.0814853144323771,"TGIF2",0.105578601265939,"NS"
"ZNF793(+)",-0.041472079285718,0.0820872657842356,"ZNF793",0.106210403779324,"NS"
"THAP5(+)",0.024687762899534,0.0834404861349796,"THAP5",0.107811142725168,"NS"
"STAT2(+)",-0.0220998396836691,0.0850036005052187,"STAT2",0.109678256762984,"NS"
"AHCTF1(+)",-0.0334604974422501,0.086007055423987,"AHCTF1",0.110819076961004,"NS"
"GMEB2(+)",-0.0802153941941482,0.0867080949095582,"GMEB2",0.111567617965346,"NS"
"CENPB(+)",-0.019949417913517,0.0895226225574106,"CENPB",0.115029759828263,"NS"
"NR5A2(+)",-0.0974299039797374,0.0911795176507421,"NR5A2",0.116996922510414,"NS"
"STAT1(+)",0.00504051674728409,0.0917800412919339,"STAT1",0.117605046014078,"NS"
"POU2F1(+)",0.000390830119391616,0.0934594006398552,"POU2F1",0.11959198787111,"NS"
"ZNF764(+)",-0.061144267488813,0.093625362159133,"ZNF764",0.119639561823706,"NS"
"ZNF394(+)",0.067182629417368,0.0949531813987967,"ZNF394",0.121169650438849,"NS"
"ZEB1(+)",-0.00926465633364526,0.0959652651793433,"ZEB1",0.122293184295761,"NS"
"TSHZ3(+)",-0.0548434106882987,0.101239805021666,"TSHZ3",0.128838053239901,"NS"
"ZNF740(+)",-0.0257083116684185,0.102345043212275,"ZNF740",0.130066409225996,"NS"
"ZFP90(+)",0.0423120809150365,0.10345548792584,"ZFP90",0.131298016780198,"NS"
"ZFP30(+)",-0.0331853912222861,0.105787327476527,"ZFP30",0.134074252695352,"NS"
"ZNF543(+)",-0.0687640570647046,0.107308648190546,"ZNF543",0.135817076524546,"NS"
"ZNF710(+)",-0.0624304595762471,0.109132976625706,"ZNF710",0.13793814324528,"NS"
"ZFP57(+)",-0.0332738509188492,0.110301261967207,"ZFP57",0.139225370064586,"NS"
"RFX7(+)",0.0514127165842062,0.110632840420293,"RFX7",0.139454421642405,"NS"
"EPAS1(+)",0.0499293411783545,0.111212562319574,"EPAS1",0.139995217337242,"NS"
"ZNF486(+)",-0.0725962207014105,0.111919047075768,"ZNF486",0.140693903563449,"NS"
"ZNF227(+)",-0.0225749598805184,0.114011190529794,"ZNF227",0.143130264867809,"NS"
"MTERF3(+)",0.0395235934273591,0.11576003993037,"MTERF3",0.145129658698129,"NS"
"UBP1(+)",-0.0277149340069265,0.116696728510654,"UBP1",0.146106820466843,"NS"
"ZBTB45(+)",0.0420681641906223,0.120695974190536,"ZBTB45",0.150910578765825,"NS"
"NFIA(+)",-0.054945381576641,0.12094499353404,"NFIA",0.15101868144237,"NS"
"NR3C1(+)",-0.0166976802591951,0.123514228552153,"NR3C1",0.154019756140872,"NS"
"ZNF217(+)",-0.0419347486512146,0.125323782260041,"ZNF217",0.156066747613376,"NS"
"ZNF19(+)",0.108699190747378,0.128807380011762,"ZNF19",0.1601901687161,"NS"
"ZNF766(+)",0.0271476835612888,0.129154639107912,"ZNF766",0.16040729910595,"NS"
"ZNF280B(+)",-0.038809049900912,0.131396587558158,"ZNF280B",0.162973871617528,"NS"
"ZNF280C(+)",-0.0212884532451127,0.131592010609648,"ZNF280C",0.162998637141818,"NS"
"ZNF48(+)",0.0459942699611279,0.135481709042436,"ZNF48",0.167593219308153,"NS"
"ZNF500(+)",-0.0518993832988418,0.137987830834917,"ZNF500",0.170466349528774,"NS"
"TBPL1(+)",-0.0346294161999816,0.140781544043997,"TBPL1",0.173686659252155,"NS"
"ZNF438(+)",0.0578780934851355,0.142847341694008,"ZNF438",0.176001565561981,"NS"
"NFYC(+)",-0.0332436738423888,0.145053387668403,"NFYC",0.178482910124433,"NS"
"ZNF701(+)",0.0617558047951011,0.145393278473969,"ZNF701",0.178664491669732,"NS"
"ZBTB40(+)",-0.0313716699613266,0.15046874581291,"ZBTB40",0.184657153051775,"NS"
"USF3(+)",0.0397747787119092,0.151132196019456,"USF3",0.185226662403792,"NS"
"ZFHX3(+)",0.0503443021710612,0.158364997805456,"ZFHX3",0.193835418921303,"NS"
