"regulon","avg_log2FC","pval","gene","p_val_adj","sig"
"PATZ1(+)",-0.373572831394674,6.66343513382671e-18,"PATZ1",2.97612078813703e-17,"NS"
"ZNF837(+)",-0.306582780630235,8.26098396872778e-18,"ZNF837",3.67198761097996e-17,"NS"
"HINFP(+)",-0.104287438555276,1.04001095759572e-17,"HINFP",4.60081037907821e-17,"NS"
"ZNF652(+)",-0.120746174356296,2.10849657021872e-17,"ZNF652",9.28338063380658e-17,"NS"
"ZNF202(+)",-0.586134615550191,4.32092495168037e-17,"ZNF202",1.89346192458069e-16,"NS"
"ZNF646(+)",-0.298186152669527,5.11561426089619e-17,"ZNF646",2.23117636073829e-16,"NS"
"ZNF22(+)",-0.0862486604649951,6.57856160252727e-17,"ZNF22",2.85583351810647e-16,"NS"
"PRR12(+)",-0.163852452934969,7.66318390455178e-17,"PRR12",3.31120830108307e-16,"NS"
"ZNF831(+)",-0.33552469761533,9.82861476727692e-17,"ZNF831",4.22721440685197e-16,"NS"
"THAP4(+)",0.22086115811313,2.22044604925031e-16,"THAP4",9.50596488365687e-16,"NS"
"ZNF506(+)",-0.135106099668568,2.72866939636773e-16,"ZNF506",1.16281370147964e-15,"NS"
"NFYA(+)",0.227575183132223,4.44089209850063e-16,"NFYA",1.88383048379319e-15,"NS"
"ZNF589(+)",-0.187165672925636,7.26159069609796e-16,"ZNF589",3.06637170757955e-15,"NS"
"ZNF444(+)",-0.232713887687593,9.91983946037756e-16,"ZNF444",4.16992346547093e-15,"NS"
"MLX(+)",-0.118071192027684,9.96970134573793e-16,"MLX",4.17200565323898e-15,"NS"
"ZFP64(+)",0.262011423470133,1.11022302462516e-15,"ZFP64",4.62509950617386e-15,"NS"
"CREM(+)",0.106258829514634,1.33226762955019e-15,"CREM",5.52534208862556e-15,"NS"
"ZNF74(+)",-0.298367148870045,1.33880174735231e-15,"ZNF74",5.52776365906796e-15,"NS"
"ZNF300(+)",-0.254089358182338,1.74635328939967e-15,"ZNF300",7.17859383120484e-15,"NS"
"DNTTIP1(+)",-0.0984903263246863,2.09171073282323e-15,"DNTTIP1",8.56034921054088e-15,"NS"
"ZNF528(+)",-0.176330150725157,2.11689273107622e-15,"ZNF528",8.62540941741145e-15,"NS"
"SP140L(+)",-0.182032323503397,2.56636409448724e-15,"SP140L",1.04111451693391e-14,"NS"
"ZNF665(+)",-0.233445790685402,3.71227132135711e-15,"ZNF665",1.49943480762641e-14,"NS"
"FOXD1(+)",0.316823225884008,4.44089209850063e-15,"FOXD1",1.78596915995978e-14,"NS"
"STAT3(+)",0.0911604223782084,1.15463194561016e-14,"STAT3",4.62350464427518e-14,"NS"
"RBAK(+)",-0.341208960994149,1.59134857679936e-14,"RBAK",6.34490484054336e-14,"NS"
"ZNF507(+)",-0.138895679230769,1.84835929058136e-14,"ZNF507",7.33814436303453e-14,"NS"
"ZNF623(+)",0.318208189099943,1.97619698383278e-14,"ZNF623",7.81228509779001e-14,"NS"
"ARID2(+)",0.164489564364389,2.1094237467878e-14,"ARID2",8.30362144392315e-14,"NS"
"ZNF696(+)",0.187229799821324,2.42028619368284e-14,"ZNF696",9.48711339211544e-14,"NS"
"ZNF565(+)",-0.22217018553178,2.61676334087439e-14,"ZNF565",1.02141728725727e-13,"NS"
"ZNF562(+)",0.20291149720386,2.77555756156289e-14,"ZNF562",1.07886735342758e-13,"NS"
"ZNF746(+)",-0.263074078188493,2.88667343804275e-14,"ZNF746",1.11738317664238e-13,"NS"
"ZNF37A(+)",-0.135241142383563,3.41606415788243e-14,"ZNF37A",1.31681477289327e-13,"NS"
"ZHX1(+)",-0.226116983327146,3.74961091057071e-14,"ZHX1",1.43941675038024e-13,"NS"
"ZNF780A(+)",-0.248505011138135,4.82870585713779e-14,"ZNF780A",1.84603610752305e-13,"NS"
"FOXP1(+)",-0.101914163302172,6.44540368781053e-14,"FOXP1",2.4540082073672e-13,"NS"
"KDM2A(+)",-0.101673552525123,8.69703729177958e-14,"KDM2A",3.29777454859724e-13,"NS"
"NR3C2(+)",0.40147788769805,8.90398865749376e-14,"NR3C2",3.36252254585841e-13,"NS"
"ZNF248(+)",-0.277929381874564,1.14868640869998e-13,"ZNF248",4.32036305134526e-13,"NS"
"EOMES(+)",-0.0985674494243626,2.23440163278924e-13,"EOMES",8.36999643895648e-13,"NS"
"ZNF169(+)",-0.326789262851851,2.72925133220896e-13,"ZNF169",1.01826284643459e-12,"NS"
"ZBTB49(+)",-0.358273710510113,2.95160056506127e-13,"ZBTB49",1.09681476997677e-12,"NS"
"BCL11B(+)",-0.139168903330537,3.56857611230668e-13,"BCL11B",1.32079968459478e-12,"NS"
"MXD3(+)",0.0623531500167339,4.91162666094169e-13,"MXD3",1.81067506667255e-12,"NS"
"ARID5A(+)",0.125676591574657,6.41930952838266e-13,"ARID5A",2.35712986239822e-12,"NS"
"ZNF24(+)",0.21706780300732,6.45705711121991e-13,"ZNF24",2.36165592768634e-12,"NS"
"ZNF790(+)",-0.217019704036813,7.24402108646841e-13,"ZNF790",2.63909630954084e-12,"NS"
"ZNF830(+)",-0.122336437065601,8.12898557389289e-13,"ZNF830",2.94993265552597e-12,"NS"
"ZNF564(+)",-0.282496534792543,1.09770681163904e-12,"ZNF564",3.96797520627496e-12,"NS"
"NFIL3(+)",-0.0989860067567976,1.84078359893167e-12,"NFIL3",6.6282479201842e-12,"NS"
"ZC3H8(+)",0.136039440462679,2.12252437847837e-12,"ZC3H8",7.61322450813286e-12,"NS"
"ZBTB37(+)",-0.182747214690118,2.26174641789967e-12,"ZBTB37",8.0813939316492e-12,"NS"
"GTF2IRD2B(+)",-0.155741944151374,2.42447862960808e-12,"GTF2IRD2B",8.62965765098048e-12,"NS"
"FBXL19(+)",0.447533428164487,2.4882318427899e-12,"FBXL19",8.82277626699167e-12,"NS"
"ZNF683(+)",0.0947815308795462,2.54485321704578e-12,"ZNF683",8.98923436743549e-12,"NS"
"HIVEP3(+)",-0.0933547529671262,2.85504309335706e-12,"HIVEP3",1.00467236126088e-11,"NS"
"ZNF577(+)",0.180527761496144,3.48610029732299e-12,"ZNF577",1.22210836838229e-11,"NS"
"NFE2L3(+)",0.245751604823466,3.92219590139575e-12,"NFE2L3",1.36676819108258e-11,"NS"
"BACH1(+)",-0.11560782716448,3.92817122733098e-12,"BACH1",1.36676819108258e-11,"NS"
"TIGD6(+)",-0.216896610914978,4.3111333452114e-12,"TIGD6",1.49441898421694e-11,"NS"
"ZFY(+)",0.146722897200715,4.59809967878755e-12,"ZFY",1.58796825338053e-11,"NS"
"ZBTB26(+)",0.387734648525594,4.65827376672223e-12,"ZBTB26",1.6027912330685e-11,"NS"
"MTERF1(+)",0.181880794363914,4.67714755814086e-12,"MTERF1",1.60334689354718e-11,"NS"
"ATMIN(+)",-0.250378534361287,5.01179382061578e-12,"ATMIN",1.7117486982912e-11,"NS"
"KMT2A(+)",-0.0925956210041995,7.71905316594655e-12,"KMT2A",2.62674007002357e-11,"NS"
"ARID5B(+)",-0.116711288099274,7.97004190108055e-12,"ARID5B",2.70098578834053e-11,"NS"
"SRCAP(+)",-0.172431061361352,8.01027106917872e-12,"SRCAP",2.70098578834053e-11,"NS"
"ZNF836(+)",-0.218822629895249,8.02445723984914e-12,"ZNF836",2.70098578834053e-11,"NS"
"CARF(+)",-0.210766283125842,9.31688203050014e-12,"CARF",3.12468715030131e-11,"NS"
"GABPA(+)",-0.162137729427418,1.30301452523318e-11,"GABPA",4.35431832353103e-11,"NS"
"REXO4(+)",-0.109242142752482,1.38572191671937e-11,"REXO4",4.61410631051001e-11,"NS"
"SATB1(+)",0.151566618031929,1.91149318595762e-11,"SATB1",6.34206132055226e-11,"NS"
"IKZF3(+)",-0.0363221755588817,2.10146298556039e-11,"IKZF3",6.94754132948614e-11,"NS"
"RBCK1(+)",-0.0533619160863374,2.56800629817734e-11,"RBCK1",8.45985053548494e-11,"NS"
"ZFP37(+)",-0.20761490976991,3.09102609125573e-11,"ZFP37",1.01468665681151e-10,"NS"
"ZNF607(+)",-0.177026967473567,3.43430119187091e-11,"ZNF607",1.12340345325637e-10,"NS"
"TCF12(+)",-0.0761230539795065,4.42124606712454e-11,"TCF12",1.44117108644165e-10,"NS"
"ZBED5(+)",-0.156754123740335,5.55857121163509e-11,"ZBED5",1.80556386559755e-10,"NS"
"ARNT(+)",-0.165762268215294,6.22204017300672e-11,"ARNT",2.01403321279556e-10,"NS"
"ZNF703(+)",0.180264710610185,1.04783737242542e-10,"ZNF703",3.38000319091394e-10,"NS"
"GATAD2A(+)",-0.145666051197322,1.15189296601283e-10,"GATAD2A",3.70279780424192e-10,"NS"
"ZNF84(+)",-0.218594921525111,1.20225398347732e-10,"ZNF84",3.85135845051872e-10,"NS"
"ZNF615(+)",-0.182815894277285,1.21968428603086e-10,"ZNF615",3.89376873444216e-10,"NS"
"CTCF(+)",-0.0622095783832356,1.25336411558728e-10,"CTCF",3.98758651842666e-10,"NS"
"ZNF468(+)",-0.176238611315918,1.34993816527804e-10,"ZNF468",4.28017937045493e-10,"NS"
"CEBPA(+)",-0.0332130217514349,1.46331193792082e-10,"CEBPA",4.6238666337702e-10,"NS"
"ZNF526(+)",-0.160455512959589,1.55412768142693e-10,"ZNF526",4.89418513913769e-10,"NS"
"SKI(+)",0.112790892250302,1.62792002100787e-10,"SKI",5.10924898485239e-10,"NS"
"ZNF277(+)",0.108326483488471,2.01821670486879e-10,"ZNF277",6.31287312735053e-10,"NS"
"ZNF395(+)",0.141443853805162,2.60459875889296e-10,"ZNF395",8.11970552688443e-10,"NS"
"PKNOX1(+)",-0.111537210782159,2.80951027939779e-10,"PKNOX1",8.72921421257707e-10,"NS"
"PHF1(+)",0.137245949894218,3.206619414442e-10,"PHF1",9.92983145338873e-10,"NS"
"THAP11(+)",0.153573410196112,3.4089064904208e-10,"THAP11",1.05211765103021e-09,"NS"
"YBX1(+)",-0.0413493311330488,3.73589233226994e-10,"YBX1",1.14921985982741e-09,"NS"
"ZNF574(+)",0.190967392001098,3.77474718149529e-10,"ZNF574",1.15733997742875e-09,"NS"
"THAP6(+)",-0.17923995442756,3.79432101113496e-10,"THAP6",1.15951454583697e-09,"NS"
"ZNF382(+)",-0.201950764712779,4.68993567026799e-10,"ZNF382",1.42850827464884e-09,"NS"
"ZNF684(+)",-0.162497482337978,5.03388263492917e-10,"ZNF684",1.52826044700954e-09,"NS"
"TSHZ1(+)",-0.146664759166528,5.3133967568077e-10,"TSHZ1",1.60786501207634e-09,"NS"
"GATAD2B(+)",-0.108885454777121,5.38124867808878e-10,"GATAD2B",1.62311039673522e-09,"NS"
"ZNF625(+)",0.331501909154913,5.85817394593846e-10,"ZNF625",1.76124388212842e-09,"NS"
"TIGD7(+)",-0.188272042183433,7.54974609255605e-10,"TIGD7",2.26248842580148e-09,"NS"
"ZNF224(+)",-0.10452517017401,9.27700843836769e-10,"ZNF224",2.77117068785967e-09,"NS"
"ZNF213(+)",-0.195241659153906,9.71654450650796e-10,"ZNF213",2.89316341235445e-09,"NS"
"ZMAT1(+)",-0.272898475015412,1.42450209134685e-09,"ZMAT1",4.22799502511573e-09,"NS"
"ZNF33B(+)",0.151335189179425,1.43251210893425e-09,"ZNF33B",4.23822850063667e-09,"NS"
"NAIF1(+)",0.26517015706446,1.56857238309271e-09,"NAIF1",4.62604363140677e-09,"NS"
"CREBL2(+)",-0.17016839866855,1.67381012396172e-09,"CREBL2",4.92078988974822e-09,"NS"
"ZNF484(+)",-0.148436763449733,1.74784202228714e-09,"ZNF484",5.12222472777524e-09,"NS"
"ZNF561(+)",-0.211991925231499,1.80935442960459e-09,"ZNF561",5.28581844371908e-09,"NS"
"MNT(+)",-0.144059225569467,1.97767427966203e-09,"MNT",5.75943387400007e-09,"NS"
"ZNF398(+)",-0.222905509284186,2.05320451827517e-09,"ZNF398",5.96070936711762e-09,"NS"
"ZNF16(+)",-0.365675397449336,2.09507191982873e-09,"ZNF16",6.06330783028315e-09,"NS"
"MLXIP(+)",0.23312690693797,2.23045160119284e-09,"MLXIP",6.43506067549114e-09,"NS"
"ZNF576(+)",0.356740578091112,2.48313591910687e-09,"ZNF576",7.14189866517116e-09,"NS"
"FOSL1(+)",0.221694172628682,3.62585184099373e-09,"FOSL1",1.03963467909975e-08,"NS"
"KLF12(+)",-0.0760140004650656,3.76259899475038e-09,"KLF12",1.0755244511148e-08,"NS"
"MEF2A(+)",0.127099846996541,3.83579634721798e-09,"MEF2A",1.09308429649249e-08,"NS"
"ZNF649(+)",0.158077028863917,4.69726213481181e-09,"ZNF649",1.33448211719883e-08,"NS"
"ZNF345(+)",0.187540538825294,5.6740669940325e-09,"ZNF345",1.60707568215128e-08,"NS"
"ZFP69B(+)",0.222042067531664,6.05053740443395e-09,"ZFP69B",1.70849521237664e-08,"NS"
"HOXA5(+)",0.173088805819582,6.72043531935174e-09,"HOXA5",1.89190436717508e-08,"NS"
"ZNF410(+)",-0.224579489324666,6.99344459509514e-09,"ZNF410",1.96281269753576e-08,"NS"
"FOXJ2(+)",0.223300518359831,7.32202920517011e-09,"FOXJ2",2.04884491915754e-08,"NS"
"CREB3L4(+)",-0.151692976488576,7.96256129556783e-09,"CREB3L4",2.22138722029505e-08,"NS"
"ZNF513(+)",-0.215461138316366,8.02511692071748e-09,"ZNF513",2.23213581417561e-08,"NS"
"ZNF14(+)",-0.193099920764992,9.45755552289658e-09,"ZNF14",2.62270718828983e-08,"NS"
"MESP1(+)",-0.0666393835405213,9.84915753444929e-09,"MESP1",2.72317480639982e-08,"NS"
"FOXM1(+)",-0.0357329589045693,1.0063403476834e-08,"FOXM1",2.77415484569104e-08,"NS"
"ZNF829(+)",-0.238055194544448,1.10600258932564e-08,"ZNF829",3.0398710221406e-08,"NS"
"ZNF568(+)",-0.256090999930577,1.11930936030254e-08,"ZNF568",3.06736989888219e-08,"NS"
"ADNP2(+)",0.134923956980886,1.16777361114373e-08,"ADNP2",3.19076966103684e-08,"NS"
"ZNF350(+)",-0.207357286374216,1.52368735920544e-08,"ZNF350",4.15104268827524e-08,"NS"
"ZNF148(+)",-0.0609018760902394,1.83364566495839e-08,"ZNF148",4.98086790276709e-08,"NS"
"HMGA1(+)",0.0571516873144373,1.86364157439556e-08,"HMGA1",5.04758898721129e-08,"NS"
"ZGPAT(+)",-0.437980958146386,1.97654669487511e-08,"ZGPAT",5.33782523121795e-08,"NS"
"ZNF606(+)",-0.20378988537384,2.02910547189262e-08,"ZNF606",5.46388111127027e-08,"NS"
"ELK4(+)",-0.0856705445622905,3.26962921586573e-08,"ELK4",8.77885994664526e-08,"NS"
"ZNF639(+)",0.122347792848236,3.55194591517005e-08,"ZNF639",9.48206251492235e-08,"NS"
"ZNF483(+)",-0.316555525690489,3.54722275640838e-08,"ZNF483",9.48206251492235e-08,"NS"
"ZNF611(+)",-0.142848601063485,4.14820678260142e-08,"ZNF611",1.10420747880708e-07,"NS"
"ZNF671(+)",-0.238584139150877,5.03709016942657e-08,"ZNF671",1.3369876478278e-07,"NS"
"ZNF641(+)",0.0744468925832347,5.63741828774056e-08,"ZNF641",1.48782999696335e-07,"NS"
"ZNF319(+)",-0.256435207166381,5.62946986982091e-08,"ZNF319",1.48782999696335e-07,"NS"
"ASH1L(+)",-0.0640261077392964,6.1318114498203e-08,"ASH1L",1.61372601611418e-07,"NS"
"RREB1(+)",-0.0956501110066127,7.44549039328187e-08,"RREB1",1.95391541676804e-07,"NS"
"NFIX(+)",-0.0976495813063858,7.65269887696161e-08,"NFIX",2.00263584695699e-07,"NS"
"BNC2(+)",-0.227737882116801,8.05262064847818e-08,"BNC2",2.10137207371804e-07,"NS"
"ZNF707(+)",-0.271950492526463,8.98563904619926e-08,"ZNF707",2.33827974059359e-07,"NS"
"ZNF546(+)",-0.210067736033354,9.02996155142802e-08,"ZNF546",2.34324979923928e-07,"NS"
"TAL1(+)",0.16581274151517,9.48720482174537e-08,"TAL1",2.45504548172742e-07,"NS"
"CREB3L2(+)",-0.102049692007727,9.54730781915928e-08,"CREB3L2",2.46373582333305e-07,"NS"
"MTF2(+)",-0.0574165262033177,1.05458252567641e-07,"MTF2",2.71387026690687e-07,"NS"
"ZFX(+)",-0.11779050017286,1.07668448306114e-07,"ZFX",2.76309360431988e-07,"NS"
"ZNF805(+)",-0.152120120274119,1.0969334935521e-07,"ZNF805",2.80730362399423e-07,"NS"
"ZNF583(+)",0.161587876449725,1.17347141115332e-07,"ZNF583",2.99493115648744e-07,"NS"
"TCFL5(+)",0.177836852878384,1.37247960108056e-07,"TCFL5",3.4932426011064e-07,"NS"
"NFE2L2(+)",0.057411076577802,1.44935772272703e-07,"NFE2L2",3.67883421970877e-07,"NS"
"HSF2(+)",-0.129184625820307,1.559921002378e-07,"HSF2",3.94868286433015e-07,"NS"
"TET3(+)",0.15538090341955,1.60617136923946e-07,"TET3",4.05470978810723e-07,"NS"
"ZNF587B(+)",-0.124296979880234,1.87683901235324e-07,"ZNF587B",4.7251583806942e-07,"NS"
"ZNF691(+)",-0.113988172308351,2.0795045804893e-07,"ZNF691",5.22124258182313e-07,"NS"
"GPBP1L1(+)",-0.0718539893215212,2.21693192746611e-07,"GPBP1L1",5.55129315529922e-07,"NS"
"ZBTB14(+)",0.190230656934709,2.60730169232559e-07,"ZBTB14",6.51124535529698e-07,"NS"
"ZNF737(+)",0.167940911808057,2.69451451595515e-07,"ZNF737",6.71100264161483e-07,"NS"
"ZNF441(+)",0.198441414122959,3.23871648610918e-07,"ZNF441",8.04483319677923e-07,"NS"
"ZNF473(+)",-0.245409914157086,3.34091528499757e-07,"ZNF473",8.27656079936732e-07,"NS"
"SP4(+)",-0.199430076651356,3.38737652357893e-07,"SP4",8.3693425276724e-07,"NS"
"ZNF107(+)",-0.167996945173308,3.75219768505943e-07,"ZNF107",9.24613169607484e-07,"NS"
"ZNF133(+)",-0.106519755619343,3.88953679949472e-07,"ZNF133",9.53398334229708e-07,"NS"
"ZNF250(+)",-0.203192832549,3.88086697099392e-07,"ZNF250",9.53398334229708e-07,"NS"
"BCL11A(+)",0.186418214762348,3.92131907167581e-07,"BCL11A",9.58659320417586e-07,"NS"
"ZNF610(+)",-0.196235205527835,4.64139109851228e-07,"ZNF610",1.13171977178948e-06,"NS"
"ZNF675(+)",-0.141763013108534,4.68227353655742e-07,"ZNF675",1.1386995066654e-06,"NS"
"HOXA7(+)",-0.243124169110201,5.67524719253837e-07,"HOXA7",1.37658084644077e-06,"NS"
"ZHX2(+)",-0.0705676124366555,5.79827940766133e-07,"ZHX2",1.40276082544723e-06,"NS"
"SETDB1(+)",0.144998574094999,6.90791282176306e-07,"SETDB1",1.66687039257607e-06,"NS"
"MAX(+)",-0.0730609641372843,7.05674061838416e-07,"MAX",1.69837099338831e-06,"NS"
"STAT6(+)",-0.115803296521487,7.29324084273303e-07,"STAT6",1.75075471392739e-06,"NS"
"HHEX(+)",0.188089480067915,8.36684466376525e-07,"HHEX",2.00329863212317e-06,"NS"
"STAT5B(+)",-0.162737872446504,9.04390672032413e-07,"STAT5B",2.15984301881263e-06,"NS"
"BATF3(+)",0.278834392113698,9.24864998363972e-07,"BATF3",2.20307585507726e-06,"NS"
"ZNF480(+)",0.0920457576878938,1.04715602211591e-06,"ZNF480",2.4879998581731e-06,"NS"
"ZNF230(+)",-0.170895347962685,1.06993210738389e-06,"ZNF230",2.53562991775417e-06,"NS"
"ZNF7(+)",0.133326686569363,1.08126796161123e-06,"ZNF7",2.55387619126636e-06,"NS"
"NR2C1(+)",0.11266151886183,1.08312940727551e-06,"NR2C1",2.55387619126636e-06,"NS"
"NFE2L1(+)",-0.161913731432246,1.12342200033447e-06,"NFE2L1",2.64217478053348e-06,"NS"
"ELF4(+)",-0.126797162427189,1.30672966941433e-06,"ELF4",3.06553500728765e-06,"NS"
"ZBTB2(+)",0.133248050278859,1.33008146430136e-06,"ZBTB2",3.11245763308806e-06,"NS"
"ATF7(+)",-0.156982743675862,1.46695578692679e-06,"ATF7",3.42412544234921e-06,"NS"
"IRF2(+)",-0.0411409859888725,1.48420022185408e-06,"IRF2",3.4556942508833e-06,"NS"
"ZNF407(+)",-0.0729428940480269,1.55086586737745e-06,"ZNF407",3.60188597698413e-06,"NS"
"ZNF717(+)",-0.117286768095011,1.92892473251675e-06,"ZNF717",4.46875580176573e-06,"NS"
"MECP2(+)",-0.0654253913812458,2.00538359182137e-06,"MECP2",4.63433173333844e-06,"NS"
"EEA1(+)",-0.0696348345910146,2.07254630687598e-06,"EEA1",4.76583049279156e-06,"NS"
"MTERF2(+)",-0.121778878931577,2.06863853657919e-06,"MTERF2",4.76583049279156e-06,"NS"
"ZNF563(+)",-0.192136278389357,2.35213179626042e-06,"ZNF563",5.39538379932327e-06,"NS"
"KDM5B(+)",0.10853608769092,2.63361366115156e-06,"KDM5B",6.02617510150196e-06,"NS"
"THYN1(+)",-0.0346449121192944,2.82310607776991e-06,"THYN1",6.44389569102762e-06,"NS"
"GLI4(+)",0.116877473622535,2.83834779679637e-06,"GLI4",6.4628066255486e-06,"NS"
"TCF7L2(+)",-0.264912116869259,3.00201275029145e-06,"TCF7L2",6.81875267731236e-06,"NS"
"TTF1(+)",-0.075783304169401,3.32179557377193e-06,"TTF1",7.52670265374177e-06,"NS"
"ZNF226(+)",-0.128668075328619,3.6055010311201e-06,"ZNF226",8.14966048153425e-06,"NS"
"ZNF660(+)",0.189720646470299,4.25915535084975e-06,"ZNF660",9.60377505082384e-06,"NS"
"ZNF431(+)",-0.120039942496265,4.57209315475587e-06,"ZNF431",1.02844419873322e-05,"NS"
"ZNF799(+)",-0.26971281505785,5.02484824867489e-06,"ZNF799",1.12755652729927e-05,"NS"
"FOXP4(+)",-0.113489162210109,5.33766429314256e-06,"FOXP4",1.19486509116372e-05,"NS"
"HMG20B(+)",0.0676484490039456,5.47498860803408e-06,"HMG20B",1.22265971559223e-05,"NS"
"NCOA1(+)",-0.0510180961688699,6.11871292188185e-06,"NCOA1",1.36313772288447e-05,"NS"
"RBSN(+)",0.187699798347278,6.26264272618471e-06,"RBSN",1.39186485469512e-05,"NS"
"ZNF124(+)",-0.125835532454699,7.73678301637047e-06,"ZNF124",1.71538697427403e-05,"NS"
"SAFB(+)",-0.0475659602203991,7.75985232418588e-06,"SAFB",1.71640543075445e-05,"NS"
"MXI1(+)",-0.153248955210734,8.53860810167986e-06,"MXI1",1.88417266661772e-05,"NS"
"ZNF687(+)",0.262254780340408,8.63646362581072e-06,"ZNF687",1.8967552502076e-05,"NS"
"ZNF700(+)",0.117262700867808,8.61851043465478e-06,"ZNF700",1.8967552502076e-05,"NS"
"ZNF260(+)",-0.211198039026097,1.00126734684801e-05,"ZNF260",2.19381454061745e-05,"NS"
"ZNF512B(+)",0.609691485853703,1.01196537791726e-05,"ZNF512B",2.21203726137678e-05,"NS"
"E2F3(+)",0.112041442641529,1.02883746848637e-05,"E2F3",2.24363851695736e-05,"NS"
"XPA(+)",-0.0641886653911269,1.05496082375932e-05,"XPA",2.29521921609464e-05,"NS"
"CENPT(+)",-0.0824570582422555,1.22574435993649e-05,"CENPT",2.66055259434812e-05,"NS"
"ETV7(+)",-0.0733005411577308,1.26003953792868e-05,"ETV7",2.72597465585463e-05,"NS"
"ZNF544(+)",-0.0922295031135345,1.26175360819967e-05,"ZNF544",2.72597465585463e-05,"NS"
"HIC1(+)",0.113178075506339,1.27876892412893e-05,"HIC1",2.75632559284402e-05,"NS"
"ZNF317(+)",0.0823195832962248,1.34357096108761e-05,"ZNF317",2.88929958993147e-05,"NS"
"SGSM2(+)",0.0810204468727326,1.35244432497572e-05,"SGSM2",2.90166461409341e-05,"NS"
"ZNF117(+)",-0.146812328484967,1.42079888745868e-05,"ZNF117",3.04129531439888e-05,"NS"
"SP100(+)",-0.0226323241399902,1.4490531235263e-05,"SP100",3.09464448679524e-05,"NS"
"MSANTD3(+)",-0.265383639419667,1.48298324580115e-05,"MSANTD3",3.15984274162677e-05,"NS"
"CAMTA1(+)",-0.039826316443492,1.48755959013737e-05,"CAMTA1",3.16234063898768e-05,"NS"
"MBD6(+)",0.199589495485473,1.56978106202743e-05,"MBD6",3.32951280051024e-05,"NS"
"ZNF445(+)",-0.101631229712536,1.6310993687953e-05,"ZNF445",3.45168864148254e-05,"NS"
"ZNF383(+)",-0.147569735225579,1.75845994995265e-05,"ZNF383",3.71274839433185e-05,"NS"
"PRDM15(+)",-0.236117818203258,1.80727066157047e-05,"PRDM15",3.80715293559856e-05,"NS"
"ZNF121(+)",0.107927976277414,1.81982036251416e-05,"ZNF121",3.82491655379107e-05,"NS"
"NME2(+)",-0.190789742346624,1.82503884183368e-05,"NME2",3.82722592339387e-05,"NS"
"PCGF6(+)",0.0677266504924465,1.88626490909005e-05,"PCGF6",3.94671193816364e-05,"NS"
"RUNX1(+)",-0.0948626822275737,2.07008455425993e-05,"RUNX1",4.31763329458146e-05,"NS"
"MYNN(+)",-0.119706821403992,2.07283579050951e-05,"MYNN",4.31763329458146e-05,"NS"
"ZFP1(+)",-0.180338468123543,2.08345813970468e-05,"ZFP1",4.33005058565022e-05,"NS"
"ZNF664(+)",-0.177306225457168,2.10264231361559e-05,"ZNF664",4.36016676193948e-05,"NS"
"TIGD3(+)",0.138464501381185,2.26158602656401e-05,"TIGD3",4.67931719081952e-05,"NS"
"TP53(+)",-0.0635758374968503,2.31547657169649e-05,"TP53",4.77677989102136e-05,"NS"
"ZNF451(+)",-0.12087824820164,2.31897495247646e-05,"ZNF451",4.77677989102136e-05,"NS"
"HOXB2(+)",-0.0731481463922496,2.33786508735856e-05,"HOXB2",4.80503687202678e-05,"NS"
"ADNP(+)",-0.0616444930046117,2.41444524246872e-05,"ADNP",4.95147821248001e-05,"NS"
"BAZ2B(+)",0.103775681713458,2.44739839794228e-05,"BAZ2B",5.00800244865281e-05,"NS"
"HOXB7(+)",-0.146820122242825,2.73016770846429e-05,"HOXB7",5.57434242013918e-05,"NS"
"ZNF786(+)",-0.139600191653993,2.75914552380151e-05,"ZNF786",5.62115392897282e-05,"NS"
"HOXA3(+)",-0.143296063242883,2.78564164979377e-05,"HOXA3",5.66271573885866e-05,"NS"
"ZNF281(+)",-0.141831866681732,2.80552414916689e-05,"ZNF281",5.69068107986035e-05,"NS"
"ZNF174(+)",-0.16387843088163,2.86718147827787e-05,"ZNF174",5.80307536671054e-05,"NS"
"TRAFD1(+)",0.0967920107608275,2.9117716251692e-05,"TRAFD1",5.88051269517867e-05,"NS"
"LCORL(+)",-0.092580021319413,3.45657338952258e-05,"LCORL",6.96563270903791e-05,"NS"
"ZNF605(+)",0.235298246263995,3.58212607893815e-05,"ZNF605",7.20301975613321e-05,"NS"
"ZNF234(+)",-0.474539387043549,3.65566670043019e-05,"ZNF234",7.33502022613315e-05,"NS"
"HDX(+)",-0.127341070975626,3.82058160825828e-05,"HDX",7.64939722860333e-05,"NS"
"PRDM10(+)",-0.113987909760252,4.26351524586498e-05,"PRDM10",8.51786164173886e-05,"NS"
"PRDM4(+)",-0.107325907444415,4.57761304971313e-05,"PRDM4",9.12575648751824e-05,"NS"
"ZNF417(+)",-0.142256015612363,4.61846016030225e-05,"ZNF417",9.18747213901668e-05,"NS"
"FOSL2(+)",0.00406405449999191,5.06669799649195e-05,"FOSL2",0.000100576120485919,"NS"
"THAP9(+)",-0.177682596421766,5.40773474808321e-05,"THAP9",0.000107116963346893,"NS"
"AKAP8L(+)",-0.0612611865950608,5.72046130760599e-05,"AKAP8L",0.000112870988525416,"NS"
"ZNF599(+)",-0.153111723452711,5.72252266904963e-05,"ZNF599",0.000112870988525416,"NS"
"ZNF200(+)",0.187123391229757,6.31531310719691e-05,"ZNF200",0.000124299277046312,"NS"
"ZNF302(+)",-0.102065197193596,6.54201805421862e-05,"ZNF302",0.000128489107238247,"NS"
