NK_cluster,regulon,mean_in,mean_out,log2FC,avg_log2FC,statistic,pval,padj
1,AKNA(+),0.06109851680262142,0.04113036936187156,0.5709333191649912,0.5709333191649912,39.12961584853354,0.0,0.0
1,ASCL2(+),0.16528104875380903,0.06578611181894892,1.329066348217901,1.329066348217901,58.661577845408864,0.0,0.0
1,KLF13(+),0.08930958600646423,0.06294823199148222,0.5046491699907021,0.5046491699907021,48.08747320153181,0.0,0.0
1,KLF2(+),0.11958773779784883,0.07260912715328775,0.7198466440841216,0.7198466440841216,54.45699069236082,0.0,0.0
1,KLF3(+),0.0846999725024875,0.039325801368810094,1.10688531681334,1.10688531681334,55.70778710814664,0.0,0.0
1,MYBL1(+),0.05779633199024041,0.032538066359842195,0.8288493979754257,0.8288493979754257,53.41717198526176,0.0,0.0
1,PRDM1(+),0.11642422215416731,0.06799245399346836,0.7759446887887352,0.7759446887887352,57.6952576383285,0.0,0.0
1,TBX21(+),0.07671430095793175,0.03968157505879489,0.9510262392059176,0.9510262392059176,55.758387094670304,0.0,0.0
1,ZNF276(+),0.03372088604145681,0.02217042894424882,0.6050057392382872,0.6050057392382872,45.64038735108913,0.0,0.0
1,ZNF90(+),0.10115329224193564,0.07471619188108736,0.43705044002982996,0.43705044002982996,43.87903780567702,0.0,0.0
1,ZNF267(+),0.022931393549320372,0.038302264127451455,-0.7401056194665312,-0.7401056194665312,-37.47403422850805,2.4396446918913445e-307,9.443457994862746e-305
1,ZEB2(+),0.07501677884227127,0.05239002346202768,0.5179211998103654,0.5179211998103654,37.46072694613056,4.018047506085597e-307,1.4356792819821229e-304
1,RBPJ(+),0.042545875832999534,0.05123943722166708,-0.2682353328171406,-0.2682353328171406,-37.07052687588742,8.387911953067058e-301,2.5974567347997653e-298
1,ZBTB7A(+),0.032242182539123546,0.026715270984039443,0.27128474579814243,0.27128474579814243,33.09131162217728,3.9629814420596056e-240,8.367294908348577e-238
1,NR4A1(+),0.08568566477249416,0.12904168157420143,-0.590711371697058,-0.590711371697058,-32.98805533617979,1.2050257968949521e-238,2.332227011073772e-236
1,ZBTB44(+),0.02396694948615016,0.0178315162856639,0.4266168873538035,0.4266168873538035,32.36512470382707,8.500267714317898e-230,1.5186055205002552e-227
1,ATF3(+),0.07677949675296784,0.11618414046203931,-0.5976201336724399,-0.5976201336724399,-31.395308764731436,2.3448280094807824e-216,4.033972631125273e-214
1,MEF2C(+),0.03620110552190703,0.02541745936932273,0.5102139072470314,0.5102139072470314,30.487417221335004,3.8262153945578116e-204,5.733151776684205e-202
1,FOS(+),0.08276098837018792,0.1188011507510603,-0.5215260256376679,-0.5215260256376679,-30.36414125997271,1.6347929503032454e-202,2.3730041419245545e-200
1,RORA(+),0.035834455002335834,0.029333243679653617,0.288810790550798,0.288810790550798,30.307298894850334,9.186545465276222e-202,1.2930758692790318e-199
1,MAFF(+),0.028276775390668484,0.03687362241317144,-0.3829715314774912,-0.3829715314774912,-29.594639578122273,1.7514935067695072e-192,2.259913149706767e-190
1,MAF(+),0.021745556860410985,0.01584816331446652,0.45640497682327086,0.45640497682327086,29.180468774060074,3.431754073603281e-187,4.308242614023579e-185
1,ATF4(+),0.0708767880082777,0.08365275525784154,-0.2390998303880211,-0.2390998303880211,-29.02424774164623,3.253258746031805e-185,3.976680756662562e-183
1,ATF6B(+),0.05698718043136082,0.04066911405744294,0.4867038404724095,0.4867038404724095,28.616054933089153,4.2420219118820675e-180,5.052356866844155e-178
1,KLF9(+),0.020385712455536477,0.014478795326587473,0.49361677781347285,0.49361677781347285,28.125433351129807,4.787841949433616e-174,5.559881463779787e-172
1,KLF6(+),0.07357877887563101,0.08975573098000009,-0.28671432232413396,-0.28671432232413396,-27.53085046159006,7.503978666565581e-167,8.299043072904077e-165
1,JUN(+),0.09267750478404106,0.12731796173470625,-0.45814485433445346,-0.45814485433445346,-27.304935108115323,3.706244143519057e-164,3.912614556055914e-162
1,ETS1(+),0.07871551440791544,0.06852124414213631,0.20009666181294375,0.20009666181294375,27.271564086524098,9.224614640497609e-164,9.521852223358086e-162
1,ZNF182(+),0.053099878875483605,0.03745492425701538,0.5035531542874854,0.5035531542874854,27.18901780952468,8.758921282145826e-163,8.844606381645079e-161
1,ZBTB48(+),0.011800201183286051,0.021475985577775837,-0.8639128295777139,-0.8639128295777139,-27.172134011408875,1.386827161749198e-162,1.3705983332606437e-160
1,FOSB(+),0.09883276107112106,0.13450291222921174,-0.44457615561282965,-0.44457615561282965,-26.992713362532296,1.799666610309325e-160,1.7060104907932272e-158
1,IRF3(+),0.028788167726987165,0.02393442305303259,0.2663889289762762,0.2663889289762762,26.823287863388476,1.7291187745006384e-158,1.606351341511093e-156
1,TFEB(+),0.019985244172225556,0.013051996112097718,0.614664698031709,0.614664698031709,25.987191017852037,6.912006239308166e-149,5.535563617514902e-147
1,POU5F2(+),0.06963724557000259,0.04612641655159016,0.5942659119215141,0.5942659119215141,25.953643740865083,1.6540049244831435e-148,1.3021784532583392e-146
1,GLMP(+),0.043609608137795755,0.03297328661806037,0.40334832114929337,0.40334832114929337,25.90015022826155,6.633798164062989e-148,5.051474175749604e-146
1,GPBP1(+),0.06171300593363255,0.07786812618495485,-0.3354583374154531,-0.3354583374154531,-25.84759674443523,2.589279710090619e-147,1.939871653769504e-145
1,HOXB4(+),0.021165931311109824,0.01361561615114218,0.6364816610017494,0.6364816610017494,25.83854896745451,3.2724899782697626e-147,2.4128120554068328e-145
1,JUNB(+),0.10729687313512046,0.14165370846744382,-0.4007603350067934,-0.4007603350067934,-25.7810603325478,1.446225788162717e-146,1.049643560314972e-144
1,ELK1(+),0.02094661630586355,0.012582701735574346,0.7352754371209129,0.7352754371209129,25.478620761427695,3.4022763764076285e-143,2.3944808740020354e-141
1,REL(+),0.07939468511294699,0.10088475774118548,-0.3455938782905873,-0.3455938782905873,-25.47663788822575,3.57884895777646e-143,2.4811572252047246e-141
1,KLF5(+),0.04887735351069258,0.07650383005508006,-0.6463657936125545,-0.6463657936125545,-25.412995002418192,1.811818847763781e-142,1.2376321393915827e-140
1,ZNF331(+),0.06848564495362683,0.08979365649886621,-0.39081190263043647,-0.39081190263043647,-25.34214033333542,1.097076278581147e-141,7.385390310158591e-140
1,RUNX3(+),0.07926741349785374,0.06681445411842424,0.24656766064661337,0.24656766064661337,25.29538858961849,3.590121009802243e-141,2.382301727218774e-139
