"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","NK_cluster"
"GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_UP",0.000282642258302143,0.0135062622002953,0.49849310876659,-0.480644845967753,-2.00236535557008,58,"GZMB;CX3CR1;JAK1;PRELID1;ITGAX;SEC14L1;DBI;TRAPPC1;S100A11;LITAF;ARHGDIB;ATP6V0E1;MIS18BP1;BRD7;ITGA4;PPIB;CAPNS1;UBL5;POMP;COMMD2;LSM1;TMEM160;MXD4;MT2A","4"
"GSE7764_NKCELL_VS_SPLENOCYTE_UP",0.000367586624727304,0.0163943634628378,0.49849310876659,-0.523446557391615,-1.98431591844981,39,"PRF1;METRNL;GZMB;FOSL2;NKG7;ITGAX;S1PR5;APMAP;RUNX3;IQGAP2;ARHGAP9;USP47;PTPN4;KLRD1;TXK;FASLG;YPEL1;PTPRE;NCR1","4"
"GSE3039_ALPHAALPHA_VS_ALPHABETA_CD8_TCELL_UP",0.000393102062823761,0.0164365800018185,0.49849310876659,0.781791338192245,2.02149833174471,48,"HSPA1B;HSPA1A;JUN;EGR1;IER3;ANKRD37;CDKN1A;SOCS3","4"
"GSE12392_CD8A_POS_VS_NEG_SPLEEN_IFNB_KO_DC_DN",0.000547813675699608,0.0215580793554728,0.477270815362862,0.77283438796308,2.00307565377431,49,"JUN;DUSP1;JUNB;FOSB;EGR1;IER2;FKBP4;KLF6;ZFP36;SRSF7","4"
"GSE27786_CD4_TCELL_VS_NKCELL_DN",0.000622462316847818,0.0229005943993077,0.477270815362862,-0.473717955515049,-1.9177279267065,52,"PRF1;ITGB2;PTPRC;CYBA;YWHAB;DYNLT1;MSN;BRK1;DBI;MAP3K8;PTPN12;UCP2;YWHAZ;CEBPB;ITGA4;ARHGAP30;CAPNS1","4"
"GSE39152_CD103_NEG_VS_POS_MEMORY_CD8_TCELL_UP",0.000650390573373462,0.0229005943993077,0.477270815362862,0.807232004056084,2.00598957180172,38,"HSPA1B;HSPA1A;HSP90AB1;ZFAND2A;BTG2","4"
"GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_MCMV_INFECTION_DN",0.000684887682433565,0.0229094929774027,0.477270815362862,0.874166239074714,1.95131452867452,19,"JUN;DUSP1;EGR1;ATF3;IER3;NFKBIA;BTG2;NFKBIZ","4"
"GSE41867_DAY6_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP",0.000740770040661574,0.0235988170096473,0.477270815362862,-0.522375122455069,-1.94753283565364,37,"PLAC8;IFITM3;WASF2;CCND3;FCER1G;CCL4;TRAPPC1;MYO1F;ATP6V0E1;MCTP2;COX8A;SH3BGRL;FMNL1;BHLHE40;RNF213","4"
"GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_UP",0.000863575140144923,0.0262605349434979,0.477270815362862,0.765995124438755,2.01356069454874,53,"HSPA1A;GADD45B;HSP90AB1;IFNG;GADD45G;EIF4A3;CDKN1A;LMNA;CD83;DDIT3;PLK2;ZFP36","4"
"GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_UP",0.00106076713219274,0.0283861284574778,0.45505986738723,0.878090679539578,1.91750300596337,17,"DNAJB1;HSP90AA1;DNAJB4;BTG2;PLK2","4"
"GSE31082_CD4_VS_CD8_SP_THYMOCYTE_DN",0.00100033044514625,0.0283861284574778,0.45505986738723,-0.541962204577921,-1.96233499939475,33,"PRF1;SPN;SMAP2;DYNLT1;STAT4;SORL1;CTSW;DEK;RUNX3;MCTP2;ITGA4;AHNAK","4"
"GSE34392_ST2_KO_VS_WT_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN",0.00102844972518431,0.0283861284574778,0.45505986738723,0.786765394231011,2.00113016589827,43,"DUSP1;RHOB;GADD45B;JUNB;EGR1;ID2;ATF3;HERPUD1;NFKBIZ;PLK3;EGR2;MARCKSL1;PHLDA1;GEM;SLC5A3;CSF1;NFKBID;CARD19;ATF4;TNFSF9;DUSP5","4"
"GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_DN",0.0014577941315434,0.0375101643847128,0.45505986738723,0.859784459916202,1.91921151054619,19,"DNAJB1;RHOB;JUNB;HEXIM1","4"
"GSE3039_ALPHAALPHA_VS_ALPHABETA_CD8_TCELL_DN",0.00161909991340312,0.0401176978543217,0.45505986738723,-0.521770238690573,-1.9070782498092,34,"PTPRC;NKG7;SPN;MBP;DNAJC8;S1PR5;PXN;CTSW;ITGA4;SERF2;ARPC5L;TXK;STK10;MDM4;FASLG;NCR1;ROCK1;PSIP1","4"
"GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_UP",0.00172701467477002,0.0405688562616527,0.45505986738723,0.776022925288248,1.94517607761197,40,"HSPA1A;DUSP1;JUNB;NFKBIA;HSPD1;DYNLL1;TUBA1B","4"
"GSE3982_CENT_MEMORY_CD4_TCELL_VS_NKCELL_DN",0.00175859018174578,0.0405688562616527,0.45505986738723,-0.494829343690133,-1.88438186667692,40,"PLAC8;CD38;JAK1;WASF2;NDUFS6;LYN;FCER1G;PTPN12;UQCRFS1;ADGRG1;NCR3;PLEK;NCAM1;CD300A;PTPN6;RAB11FIP1;RFTN1;PTPRE;NCR1","4"
"GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP",1e-10,2.04e-09,NA,0.890264575084007,2.03479248106999,136,"DLGAP5;KIF2C;ASPM;TOP2A;AURKB;MKI67;TYMS;TK1;CDK1;CDCA8;BIRC5;ASF1B;RAD51AP1;CDCA3;UBE2T;RRM2;CCNA2;CCNB2;KIF11;CENPA;CDC45;NUSAP1;KIF23;GGH;ANLN;CDKN3;NCAPH;BRCA1;KIF4A;TCF19;PRC1;RAD51;MAD2L1;DHFR;SMC2;MCM10;DTL;CHEK1;NEK2;CDC6;BUB1;STMN1;LIG1;CDC20;CHAF1A;E2F8;RRM1;KIF20A;CCNF;HMGB3;CDC25C;PRIM1;PLK4;GMNN;RFC5;DNA2;EZH2;TACC3;POLE2;TTK;TMPO;AURKA;KIF22;ECT2;SPDL1;LMNB1;POLA1;RNASEH2B;TUBA1B;INCENP;TMEM14C;SIVA1;CDKN2C","5"
"GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.904992163936773,2.06286883242725,123,"DLGAP5;KIF2C;ASPM;TOP2A;AURKB;MKI67;TYMS;TK1;CDK1;CDCA8;BIRC5;ASF1B;CDCA3;UBE2T;CDCA5;CCNA2;CCNB2;KIF11;CENPA;CDC45;NUSAP1;ANLN;CDKN3;NCAPH;BRCA1;KIF4A;TCF19;PRC1;RAD51;MAD2L1;DHFR;MCM10;DTL;CHEK1;NEK2;CDC6;BUB1;STMN1;LIG1;MCM5;CHAF1A;E2F8;RRM1;KIF20A;CCNF;CDC25C;PRIM1;PLK4;GMNN;PCNA;RFC5;EZH2;TACC3;TTK;ACOT7;CARHSP1;AURKA;KIF22;ECT2;POLA1;RNASEH2B;INCENP;TMEM14C","5"
"GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.849033374358084,1.94111465788242,139,"AURKB;TYMS;TK1;CDCA8;CDCA5;GINS2;CCNA2;CCNB2;MCM4;MELK;PRC1;RAD51;MAD2L1;PBK;DHFR;PLK1;SMC2;ORC6;NEIL3;DTL;BUB1B;CHEK1;FEN1;CCDC34;ORC1;STMN1;GINS1;MCM5;CDC20;E2F8;RRM1;TRIP13;PRIM1;RFC5;ARHGAP11A;BARD1;NUDT1;RFC3;PARPBP;DUT;RFC4;ZNF367;ACOT7;KNTC1;ZWILCH;KIF22;DDX39A;TEX30;WDHD1;LMNB1;NUP37;HMGB2;MAGOHB;LRR1;CKAP2;RANBP1;INCENP;RFWD3;MTFR2;FIGNL1;ASRGL1;SEPHS1;PMVK;RAN;TIPIN","5"
"GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.830487315190076,1.89295295973698,121,"AURKB;HMMR;TYMS;TK1;CDCA8;RAD51AP1;CDCA5;GINS2;ANLN;MCM4;MELK;KIF4A;PRC1;MAD2L1;PBK;CENPH;NEIL3;CHEK1;NEK2;CCDC34;DTYMK;BRCA2;STMN1;MCM5;CDC20;E2F8;RFC5;BARD1;HIRIP3;TACC3;TTK;SLC43A3;KNTC1;SPAG5;ZWILCH;KIF22;TEX30;SPDL1;NUP37;MAGOHB;LRR1;CKAP2;RANBP1;NCAPD2;INCENP;RFWD3;MTFR2;DCTPP1;NME1;RAD51C;PIF1;ASRGL1;ETFB;ACTL6A;PMVK;TIPIN","5"
"GSE12392_CD8A_POS_VS_NEG_SPLEEN_DC_DN",1e-10,2.04e-09,NA,0.840183722045505,1.91600956478765,124,"TOP2A;MKI67;CDCA8;CDT1;CENPM;CDCA5;RRM2;KIF11;PKMYT1;CDC45;KIF23;ANLN;NCAPH;BRCA1;KIF4A;CENPF;PBK;SHCBP1;DEPDC1B;CENPE;BUB1B;MCM7;FANCI;STMN1;LIG1;TMEM106C;PRR11;E2F8;TRIP13;PRIM1;HIRIP3;PSRC1;RFC2;KNTC1;SAE1;CDCA4;SPAG5;ZWILCH;SMC4;KIF22;WDHD1;CENPP;NCAPD2;INCENP;CEP152;RAD51C;PIF1","5"
"GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP",1e-10,2.04e-09,NA,0.930717940130046,2.1294081629761,146,"SPC24;KIF2C;SPC25;ASPM;TOP2A;UBE2C;AURKB;HMMR;GTSE1;TK1;CDK1;CDCA8;BIRC5;ASF1B;RAD51AP1;TPX2;CENPW;CENPM;RRM2;GINS2;CKAP2L;MYBL2;CCNB2;DIAPH3;KIF11;CENPA;CDC45;NUSAP1;KIF23;NUF2;NCAPG;ESCO2;CDKN3;NCAPH;BRCA1;MELK;CEP55;MCM2;TCF19;PRC1;RAD51;MAD2L1;PBK;DHFR;SHCBP1;CENPH;PLK1;SKA3;CENPN;SMC2;MCM10;CENPE;NEIL3;BUB1B;POLQ;FEN1;NEK2;CDC6;BUB1;MCM7;NDC80;DSCC1;HELLS;OIP5;STMN1;LIG1;GINS1;MCM5;ATAD5;PRR11;CDC20;MXD3;RRM1;KIF18B;KIF20A;RACGAP1;CDC25C;KNSTRN;SKA1;GMNN;DEPDC1;FBXO5;ARHGAP11A;DNA2;ESPL1;PARPBP;SKA2;TTK;AURKA;KNTC1;STIL;SPAG5;RPA3;KIF22;SPDL1;POLA1;RBBP8;ANP32B;CENPP;RNASEH2B;TUBA1B;LRR1;CKAP2","5"
"GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP",1e-10,2.04e-09,NA,0.938799194886323,2.14983668439226,151,"SPC24;SPC25;ASPM;TOP2A;MND1;UBE2C;AURKB;HMMR;MKI67;GTSE1;TK1;CDK1;BIRC5;RAD51AP1;TPX2;CLSPN;CENPM;CDCA3;CDCA5;RRM2;CKAP2L;CCNA2;MYBL2;CCNB2;CDCA2;CENPA;CDC45;KIF23;NUF2;NCAPG;ESCO2;ANLN;CDKN3;NCAPH;FOXM1;MELK;CEP55;KIF4A;TCF19;CENPF;RAD51;MAD2L1;PBK;DHFR;SHCBP1;CENPH;PLK1;SKA3;CENPN;SMC2;MCM10;CENPE;DTL;BUB1B;CHEK1;FEN1;CDCA7L;NEK2;NCAPG2;CDC6;BUB1;ORC1;STMN1;LIG1;CENPK;PRR11;E2F8;BRIP1;MXD3;RRM1;KIF18B;KIF20A;RACGAP1;CCNF;HMGB3;CDC25C;PRIM1;KNSTRN;SKA1;PCNA;DEPDC1;RFC5;ARHGAP11A;PXMP2;MCM6;DNA2;MCM3;PARPBP;DUT;PSRC1;CBX5;KIF20B;TACC3;FANCD2;TTK;AURKA;STIL;SPAG5;ZWILCH;KIF22;ECT2;SPDL1;POLA1;CENPP;RNASEH2B;HMGB2;TUBA1B;LRR1;CKAP2;INCENP;MTFR2;POLE;TFDP1;PIF1","5"
"GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.748187392251091,1.71177403740114,145,"TOP2A;MKI67;CDK1;BIRC5;RAD51AP1;NUSAP1;KIF23;ANLN;NCAPH;BRCA1;MCM2;KIF4A;MAD2L1;CHEK1;BUB1;LIG1;CENPK;MCM5;CDC20;SNRNP25;PLK4;GMNN;RFC5;TUBG1;EZH2;TACC3;RFC4;ACOT7;RFC2;SPAG5;RPA3;DNMT1;LMNB1;RNASEH2B;CKAP2;SIVA1;POLR3K;PAFAH1B3;PRIM2;PDS5B;CKAP5;HSDL2;FDPS;GALK1;TMEM97;MRTO4;PGAM1;SLC37A4;CNTRL;NDUFS6;ACAD9;OLA1;CTPS1;CAPG","5"
"GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_UP",1e-10,2.04e-09,NA,0.882026137237133,1.99567482570137,85,"DLGAP5;KIF2C;ASPM;MKI67;GTSE1;TYMS;TK1;CDK1;ASF1B;TPX2;CLSPN;CENPM;CDCA3;HJURP;RRM2;MYBL2;CCNB2;PKMYT1;NUSAP1;FOXM1;MELK;ORC6;TROAP;POLQ;CIT;ATAD5;MXD3;CCNF;TRIP13;DEPDC1;ESPL1;TRAIP;HADH;RECQL4;NCAPH2;CEP85;NRGN;HMGB2;TUBA1B;HMGN2;CDKN2C;CTNNAL1;HMGB1;DDX11;GSS","5"
"GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.854880569146092,1.93604381304886,89,"GTSE1;TYMS;TK1;CDK1;ASF1B;CLSPN;CENPM;CDCA3;HJURP;RRM2;MYBL2;CCNB2;PKMYT1;NUSAP1;FOXM1;BRCA1;MELK;ORC6;TROAP;CIT;ATAD5;MXD3;CCNF;E2F1;DEPDC1;TRAIP;HADH;RECQL4;PTTG1;NCAPH2;CEP85;RNASEH2B;HMGB2;HMGN2;CDKN2C;CTNNAL1;HMGB1;GSS","5"
"GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.796696085121958,1.81001169577688,102,"TYMS;CDCA3;HJURP;GINS2;CKAP2L;CCNA2;KIF23;RAD51;PBK;CENPN;NEK2;NCAPG2;STMN1;PHF19;PCNA;MIS18A;FBXO5;ESPL1;EZH2;CBX5;FANCG;AURKA;STIL;WDHD1;TUBA1B;NCAPD2;SMC1A","5"
"GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.816621306022824,1.85810219667685,111,"DLGAP5;SPC25;AURKB;TYMS;TK1;CDK1;TPX2;CCNA2;ESCO2;MCM4;CEP55;CENPF;SMC2;NCAPG2;BUB1;MCM7;STMN1;CCNF;PLK4;APOBEC3B;ATAD2;NRM;TTK;PAICS;AURKA;RFC2;SPAG5;TOPBP1;TFDP1;DEK;FIGNL1;CHTF18;SLBP;HAT1;SNX10;SLC25A39","5"
"GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN",1e-10,2.04e-09,NA,0.754542225533323,1.73109031043101,167,"CDT1;RAD51AP1;GINS2;CDC45;MCM4;MCM2;PRC1;MAD2L1;PBK;MCM10;DTL;FEN1;CDC6;ORC1;MCM7;MCM5;CDC20;TRIP13;GMNN;PCNA;DNAJC9;RFC5;CDK2;MCM6;TUBG1;RFC4;USP1;PAICS;CDK4;RPA3;PSMC3;SMC4;DNMT1;PRDX3;SUV39H2;TEX30;MTHFD1;RBBP8;NUP37;TUBA1B;POLD2;RANBP1;BLM;TOPBP1;DCTPP1;NME1;TFDP1;LMNB2;POLR3K;CTNNAL1;GGCT;RAN;CSE1L;DONSON;MSH6;TIPIN;HDAC2;STOML2;HNRNPAB;PSMD14;COPS3;POLD1;ENO1;HAT1;HMGXB4;SHMT2;GLRX3;EBNA1BP2;TMEM97;WDR1;NUTF2;CCT2;SLC1A4;POLR2H;FH;SNRPG;NASP;MCUR1;CTPS1;MTCH2;IPO7;STIP1;SNRPB;HSPA14;CCT5;EIF2S1;VDAC1;PA2G4;CKS2;PSMB5","5"
"GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN",1e-10,2.04e-09,NA,0.75508163795172,1.72962575894778,153,"HMMR;CDT1;GINS2;CDC45;MCM4;MCM2;PRC1;SHCBP1;MCM10;CHEK1;FEN1;CDC6;MCM7;BRCA2;CDC20;TRIP13;GMNN;PCNA;DNAJC9;MCM6;ESPL1;TUBG1;RFC4;PAICS;CDK4;CDCA4;IMPDH2;RPA3;DDX39A;PRDX3;TEX30;MTHFD1;TUBA1B;POLD2;RANBP1;BLM;DCTPP1;NME1;TFDP1;LMNB2;GGCT;RAN;GINS3;CSE1L;DONSON;TP53;TIPIN;MLH1;STOML2;HNRNPAB;PSMD14;COPS3;NUP93;ENO1;PSMD1;TUBA1C;FABP5;SHMT2;NUP107;DKC1;EBNA1BP2;TMEM97;PRPF4;WDR1;PKM;CCT2;SMARCB1;POLR2H;CLN6;NASP;MCUR1;CSNK2B;RAD23A;CTPS1;IPO7;STIP1;SNRPB;EIF2S1;PA2G4;CKS2;PSMB5","5"
"GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.872163544019559,1.99066117820031,129,"TOP2A;AURKB;CDK1;CDCA8;CDT1;BIRC5;ASF1B;CDCA3;CDCA5;RRM2;CCNA2;MYBL2;CCNB2;DIAPH3;KIF11;CDC45;NUSAP1;KIF23;ANLN;NCAPH;BRCA1;MCM2;KIF4A;PRC1;RAD51;MAD2L1;DHFR;MCM10;ORC6;CENPE;DTL;CHEK1;NEK2;CDC6;ORC1;MCM7;BRCA2;STMN1;CENPK;CDC20;E2F8;RACGAP1;CDC25C;E2F1;RFC5;NUDT1;CBX5;TTK;AURKA;KIF22;ECT2;CKAP2;RANBP1;NUCB2;BLM;TFDP1;CCDC28B;POLR3K;NDUFB6;AHCY;TIPIN","5"
"GSE23568_ID3_KO_VS_WT_CD8_TCELL_UP",1e-10,2.04e-09,NA,0.832247365898723,1.90218810218438,136,"DLGAP5;ASPM;TOP2A;MKI67;CDK1;CDCA8;CDT1;BIRC5;ASF1B;CDCA5;CCNB2;KIF11;NUSAP1;ANLN;NCAPH;TCF19;MAD2L1;DHFR;ORC6;DTL;CHEK1;NEK2;CDC6;BUB1;DTYMK;MCM7;STMN1;LIG1;CENPK;CDC20;RACGAP1;TRIP13;HMGB3;RFC5;NUDT1;RFC3;CBX5;TACC3;TTK;AURKA;RFC2;PTTG1;NRGN;LMNB1;POLA1;HMGB2;POLD2;BLM;TFDP1;CCDC28B;CHEK2;POLR3K;IMPA2","5"
"GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP",1e-10,2.04e-09,NA,0.813835882739626,1.86367249281702,151,"KIF2C;TOP2A;HMMR;TYMS;TK1;CDK1;CDT1;RAD51AP1;TPX2;RRM2;CCNA2;MYBL2;CCNB2;KIF11;CDC45;CDKN3;MCM4;NCAPH;MCM2;CENPF;DHFR;SMC2;BUB1B;NEK2;CDC6;FANCI;NDC80;TMEM106C;PRIM1;CCNB1;ESPL1;RFC3;MCM3;TUBG1;EZH2;POLE2;TIMELESS;TTK;ACOT7;PAICS;AURKA;CDK4;PTTG1;IMPDH2;RPA3;PHGDH;PRDX3;MTHFD1;TTF2;RUVBL2;TUBA1B;POLD2;NCAPD2;NME1;AHCY;TP53;ECI1;ENO1;EIF4EBP1;ARHGAP19;SERPINE2;GALK1;FABP5;SLC29A1;SHMT2;HSD17B10;EBNA1BP2;COX8A;PKM","5"
"GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.777575891570002,1.7756440002827,131,"SPC25;CCNA2;CCNB2;DIAPH3;MELK;KIF4A;RAD51;MAD2L1;SHCBP1;DTL;CHEK1;FEN1;NEK2;NCAPG2;CDC6;BUB1;HELLS;CENPK;ATAD5;PAQR4;TRIP13;XRCC2;HMGB3;KNSTRN;PLK4;PSMC3IP;ARHGAP11A;DUT;FANCD2;RFC4;SPAG5;KIF22;NRGN;CENPP;RNASEH2B;CKAP2;RANBP1;BLM;TFDP1;FIGNL1;SMCO4;GMPS;MIS18BP1","5"
"GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.839510055541171,1.91360676599863,123,"SPC25;TOP2A;TYMS;TK1;BIRC5;RAD51AP1;TPX2;CLSPN;RRM2;CKAP2L;ESCO2;CDKN3;BRCA1;PRC1;RAD51;PBK;DHFR;SHCBP1;CENPH;SMC2;MCM10;CENPE;DTL;DSCC1;HELLS;STMN1;GINS1;PAQR4;RRM1;HMGB3;PLK4;E2F1;ARHGAP11A;BARD1;DUT;EZH2;KIF20B;TACC3;ZNF367;ZWILCH;KIF22","5"
"GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP",1e-10,2.04e-09,NA,0.913470620826982,2.08783231744528,136,"SPC24;DLGAP5;SPC25;ASPM;TOP2A;MND1;AURKB;TK1;BIRC5;ASF1B;CLSPN;CDCA3;HJURP;CDCA5;RRM2;CKAP2L;CCNA2;CCNB2;CENPA;PKMYT1;CDC45;NUSAP1;KIF23;NUF2;ESCO2;NCAPH;BRCA1;MELK;CEP55;KIF4A;CENPF;RAD51;SHCBP1;CENPN;SMC2;MCM10;CENPE;NEIL3;BUB1B;NEK2;NCAPG2;CDC6;BUB1;CIT;NDC80;DSCC1;STMN1;LIG1;GINS1;CENPK;MCM5;PAQR4;E2F8;BRIP1;MXD3;RRM1;KIF18B;KIF20A;CCNF;TRIP13;XRCC2;SKA1;PLK4;GMNN;FBXO5;ARHGAP11A;ESPL1;MCM3;PARPBP;EZH2;KIF20B;TTK;TMPO;STIL;SPAG5;KIF22;CENPP;HMGB2;NCAPD2;PPIH;MTFR2;POLE;SIVA1;PIF1;FIGNL1","5"
"GSE33424_CD161_HIGH_VS_NEG_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.833239572062562,1.88926890447348,95,"TOP2A;CDK1;CDCA8;BIRC5;CDCA3;CCNA2;MYBL2;CCNB2;NUSAP1;ANLN;BRCA1;MCM2;PRC1;RAD51;MAD2L1;CHEK1;CIT;MCM7;STMN1;CENPK;CDC20;RACGAP1;CDC25C;PCNA;RFC5;NUDT1;EZH2;KIF22;CKAP2;RANBP1;SSRP1","5"
"GSE33425_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_DN",1e-10,2.04e-09,NA,0.797233705240903,1.81686739763355,118,"ASPM;TOP2A;MKI67;CDK1;BIRC5;ASF1B;CDCA5;CDC45;KIF23;ANLN;NCAPH;MCM2;PRC1;DHFR;CDC6;DTYMK;MCM7;STMN1;CENPK;PRIM1;RFC5;NUDT1;EZH2;TTK;PTTG1;SMC4;DNMT1;NRGN;LMNB1;POLA1;POLD2;RANBP1;BLM;SSRP1;IMPA2;RPA1;SASS6","5"
"GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_DN",1e-10,2.04e-09,NA,0.905483767224033,2.06337034696642,120,"SPC24;KIF2C;SPC25;ASPM;TOP2A;MND1;UBE2C;CDK1;BIRC5;RAD51AP1;TPX2;CLSPN;CDCA5;CCNA2;MYBL2;CCNB2;KIF11;NUSAP1;NUF2;ESCO2;ANLN;FOXM1;MELK;CEP55;KIF4A;CENPF;PBK;DHFR;SHCBP1;PLK1;SKA3;DEPDC1B;MCM10;CENPE;DTL;CHEK1;FEN1;NEK2;CDC6;BUB1;POC1A;CIT;STMN1;LIG1;PRR11;CDC20;E2F8;KIF18B;KIF20A;RACGAP1;CCNF;TRIP13;CDC25C;SKA1;GMNN;PXMP2;DNA2;PARPBP;TUBG1;FANCD2;RECQL4;TTK;PAICS;DDIAS;AURKA;STIL;KIF22;LRR1;CKAP2;CDKN2C;FIGNL1;SCCPDH;CCDC18;MMS22L;GMPS;AHCY","5"
"GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_WITH_IL2_TREATMENT_UP",1e-10,2.04e-09,NA,0.865663124649569,1.9724568737625,117,"SPC24;SPC25;MND1;TK1;CDK1;ASF1B;RAD51AP1;TPX2;CCNA2;DIAPH3;KIF11;CDC45;ANLN;MELK;PRC1;MAD2L1;SHCBP1;CENPH;PLK1;DEPDC1B;DTL;BUB1B;CHEK1;NEK2;NCAPG2;CDC6;POC1A;NDC80;BRIP1;MXD3;RRM1;SKA1;FBXO5;ARHGAP11A;DNA2;DUT;TACC3;FANCD2;PAICS;AURKA;CHAF1B;STIL;RBBP8;SAPCD2;NCAPD2;PIF1;SCCPDH;UQCC2;CCDC18;MIS18BP1;BRI3BP;AHCY","5"
"GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_DN",1e-10,2.04e-09,NA,0.800209013742667,1.8240226818057,123,"HMMR;TYMS;RAD51AP1;UBE2T;GINS2;CKAP2L;CDC45;FOXM1;MELK;DEPDC1B;CENPN;ORC6;CHEK1;BUB1;POC1A;CIT;E2F8;BRIP1;KIF18B;HMGB3;SNRNP25;CDC25C;KNSTRN;PCNA;FBXO5;DNA2;KIF20B;TMPO;CARHSP1;STIL;KIF18A;LRR1;BLM;INCENP;POLE;PIF1;FIGNL1;PRELID2;CCDC18;PMVK;THOC6;RPA1;FAM111A;PSMD14;NUP93","5"
"GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP",1e-10,2.04e-09,NA,0.888456487741694,2.03668288459051,157,"DLGAP5;KIF2C;ZWINT;TOP2A;HMMR;GTSE1;TK1;CDK1;RAD51AP1;TPX2;KIF14;RRM2;CCNA2;CCNB2;KIF11;CENPA;PKMYT1;CDC45;KIF23;GGH;CDKN3;NCAPH;FOXM1;BRCA1;MELK;DHFR;TROAP;CENPE;BUB1B;CHEK1;NEK2;CDC6;BUB1;DTYMK;CIT;FANCI;NDC80;OIP5;LIG1;GINS1;TMEM106C;CDC20;RNASEH2A;CHAF1A;RRM1;CCNF;TRIP13;XRCC2;HMGB3;CDC25C;PRIM1;PLK4;APOBEC3B;CCNB1;RFC5;ARHGAP11A;CDK2;BARD1;DNA2;NUDT1;ESPL1;RFC3;HADH;TUBG1;KIF20B;POLE2;TIMELESS;RFC4;TTK;TMPO;ACOT7;PAICS;FANCG;AURKA;GPSM2;KNTC1;STIL;SPAG5;PHGDH;SMC4;KIF22;NRGN;MTHFD1;POLA1;CCNE2;RBBP8;NCAPD3;VRK1;PARP2;POP7;HPRT1;BLM;ACAT2;POLE;CDKN2C;FANCL;CHEK2;NET1;CTNNAL1;GMPS;CSE1L;PRIM2;SMC3;SLBP;COQ2;PRPS2;PRPSAP1;HMGXB4;ARHGAP19;HLTF;LAGE3;SLC29A1;SKP2","5"
"GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_NK_CELL_UP",1e-10,2.04e-09,NA,0.82375135596876,1.87163365715685,104,"DLGAP5;RAD51AP1;KIF14;RRM2;CDC45;FOXM1;BRCA1;MELK;BUB1B;NEK2;BUB1;FANCI;OIP5;RRM1;CCNF;HMGB3;CDC25C;PRIM1;PLK4;APOBEC3B;ARHGAP11A;CDK2;BARD1;DNA2;ESPL1;RFC3;KIF20B;TTK;TMPO;ITGB3BP;STIL;SHMT1;SPAG5;NRGN;POLA1;CCNE2;NCAPD3;BLM;CDKN2C;PMM1;CD38;CHEK2;PRIM2;POLD1;ARHGAP19;RALY;ACAA2","5"
