"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.03389119622341e-41,1.31305621662842,0.777,0.221,1.27278493063592e-36,"5","LSM4"
1.07108115564913e-40,1.66717469561345,0.223,0.024,1.50904624019405e-36,"5","PCBD2"
1.57486496701797e-40,1.23575911990747,0.838,0.251,2.21882725203161e-36,"5","LSM3"
2.07134440689562e-40,1.60024367117568,0.285,0.038,2.91831713487524e-36,"5","PRIM2"
2.59198345288681e-40,1.26169604828794,0.492,0.099,3.65184548677223e-36,"5","FAM111A"
3.13996462864929e-40,1.24999835532614,0.746,0.205,4.42389616530399e-36,"5","PSIP1"
3.41559951173073e-40,1.02330853405279,0.638,0.148,4.81223815207743e-36,"5","AKR7A2"
3.46955362498174e-40,1.08959248832339,0.354,0.055,4.88825410223677e-36,"5","GSS"
5.89816561613724e-40,1.21801921037102,0.692,0.178,8.30992553657576e-36,"5","SMC3"
6.82260904458441e-40,1.73312963427212,0.292,0.04,9.61237388291497e-36,"5","NIPSNAP3A"
6.97959511830892e-40,2.47045628460947,0.131,0.008,9.83355156218543e-36,"5","CHTF18"
8.71309767571581e-40,1.29262442918192,0.431,0.079,1.2275883315316e-35,"5","PDS5B"
1.00733154878424e-39,1.25400018455846,0.654,0.162,1.41922941908212e-35,"5","SLBP"
1.067795431406e-39,1.47939728461157,0.223,0.024,1.50441698330792e-35,"5","SASS6"
1.30869371591338e-39,2.27392675660201,0.123,0.007,1.84381857635036e-35,"5","GSTCD"
1.58913343003167e-39,1.1677822952099,0.4,0.07,2.23893008957161e-35,"5","EXOSC3"
1.81852626631648e-39,1.47161688383168,0.277,0.037,2.56212165661329e-35,"5","SAMD1"
1.8496799366732e-39,1.00619085460658,0.4,0.069,2.60601406277888e-35,"5","NABP2"
2.05012440081576e-39,1.10534171049544,0.377,0.063,2.88842026830932e-35,"5","NTAN1"
2.20790151570087e-39,1.44173660730777,0.369,0.061,3.11071244547096e-35,"5","OXCT1"
2.66469853444261e-39,1.2417358227904,0.792,0.229,3.75429376517619e-35,"5","HNRNPAB"
2.82254113950908e-39,2.39567124363943,0.169,0.014,3.97667821145434e-35,"5","MTHFD1L"
4.24295472415369e-39,1.00826638935418,0.554,0.121,5.97789891086014e-35,"5","TMEM141"
5.79997783032613e-39,1.33863154118049,0.338,0.053,8.17158876514648e-35,"5","HACD3"
6.09034812755595e-39,1.23087424668476,0.377,0.064,8.58069147691357e-35,"5","TMEM18"
6.34141971609534e-39,1.08700474507345,0.523,0.11,8.93442623800672e-35,"5","RTN3"
7.03687128058189e-39,1.96078686588951,0.262,0.034,9.91424794721182e-35,"5","CKAP5"
8.18775554881523e-39,2.08999528719757,0.262,0.034,1.15357287927258e-34,"5","OAS3"
8.37169997662773e-39,1.65988567315657,0.285,0.039,1.17948880970708e-34,"5","DPF3"
8.39926087840062e-39,1.20502488008992,0.892,0.292,1.18337186515786e-34,"5","CBX3"
1.20302595022594e-38,1.28335151457903,0.454,0.089,1.69494326127333e-34,"5","SNRPA"
1.2302409770882e-38,1.59246920218179,0.485,0.103,1.73328651261956e-34,"5","CD9"
1.33501834513642e-38,1.08806155673598,0.677,0.17,1.8809073464627e-34,"5","PMF1"
1.36441369926435e-38,1.77383202744734,0.208,0.022,1.92232246089354e-34,"5","COQ2"
1.71012354134177e-38,1.05084752949938,0.569,0.127,2.40939305739641e-34,"5","PSMD14"
1.86471835018041e-38,1.25355447418095,0.831,0.263,2.62720168356918e-34,"5","ANAPC11"
2.76639887238198e-38,1.3367889442544,0.746,0.216,3.89757937129897e-34,"5","ARL6IP4"
2.98519582274057e-38,2.08407267377542,0.177,0.016,4.20584239465919e-34,"5","SCMH1"
4.03260855846331e-38,-2.14984569855179,0.262,0.85,5.68154219801896e-34,"5","HLA-B"
4.80997710447357e-38,1.74213013585827,0.192,0.019,6.77677674249282e-34,"5","LRRCC1"
5.0714434867428e-38,1.66835869082368,0.262,0.034,7.14515672847193e-34,"5","NUP93"
6.05389386302442e-38,2.19223379222642,0.154,0.012,8.5293310636151e-34,"5","POLD1"
7.47009944196905e-38,1.22895344011077,0.454,0.09,1.05246231037902e-33,"5","RTCB"
7.83535371563008e-38,1.51815258384783,0.977,0.501,1.10392298499512e-33,"5","ENO1"
9.40689005628348e-38,1.05294542876215,0.7,0.182,1.32533674002978e-33,"5","PARP1"
1.04587564591634e-37,1.40457323550499,0.7,0.197,1.47353419753153e-33,"5","RAD21"
1.24924994678206e-37,1.15389816750983,0.446,0.087,1.76006825002124e-33,"5","PSMD1"
1.33981913030655e-37,1.73571387800814,0.254,0.033,1.88767117268889e-33,"5","HSDL2"
4.28108677829826e-37,1.14957771449011,0.346,0.057,6.03162316194441e-33,"5","CNP"
5.39830072855888e-37,1.12662977437902,0.631,0.158,7.6056658964666e-33,"5","ZCRB1"
5.76547522493087e-37,1.36586304249423,0.923,0.35,8.12297804440511e-33,"5","CALM3"
5.7697770334676e-37,1.27729704756551,0.338,0.055,8.1290388624525e-33,"5","PRPS2"
7.37398424036188e-37,1.3755122334769,0.315,0.049,1.03892063962459e-32,"5","MGME1"
7.96285315557904e-37,1.04879660033646,0.462,0.093,1.12188638108953e-32,"5","SF3A2"
9.43197537290161e-37,1.33018951819582,0.254,0.033,1.32887101028811e-32,"5","SMUG1"
1.0799243119026e-36,1.65634497101157,0.192,0.02,1.52150536303957e-32,"5","MPP1"
1.31096372171792e-36,1.4400323389657,0.623,0.166,1.84701678752838e-32,"5","ITM2C"
1.57799598806517e-36,1.21130783634153,0.515,0.114,2.22323854758501e-32,"5","SUZ12"
1.61776573563165e-36,1.03596181023872,0.392,0.071,2.27927014493144e-32,"5","PRPSAP1"
1.87191836496508e-36,1.839578512002,0.192,0.02,2.63734578439931e-32,"5","CENPQ"
2.99474304972363e-36,1.22319070234558,0.331,0.054,4.21929348275563e-32,"5","SLC39A4"
3.00306620665501e-36,1.09206261925341,0.485,0.102,4.23101997855624e-32,"5","SNX10"
3.31356322073715e-36,1.10380178872474,0.431,0.084,4.66847922169657e-32,"5","EIF4EBP1"
3.5404737917468e-36,1.10428341905063,0.531,0.12,4.98817352519206e-32,"5","BAZ1B"
5.43506996251372e-36,1.02248415434282,0.431,0.085,7.65747007018558e-32,"5","HMGXB4"
7.99424531258678e-36,1.92349262128595,0.138,0.011,1.12630922209035e-31,"5","ARHGAP19"
8.98608592025248e-36,1.52785997716728,0.254,0.034,1.26604964530437e-31,"5","PRADC1"
9.45891485678437e-36,1.14241923326022,0.869,0.284,1.33266651417235e-31,"5","RALY"
1.09572267705749e-35,1.14084041178413,1,0.884,1.54376367970629e-31,"5","GAPDH"
1.31003628277718e-35,1.37643890021495,0.315,0.05,1.84571011880477e-31,"5","N4BP2"
1.34599428935566e-35,1.0491102244314,0.762,0.216,1.89637135427319e-31,"5","ILF2"
1.4550036084433e-35,1.30167124813843,0.277,0.04,2.04995458393576e-31,"5","MMAB"
1.52208134132785e-35,1.92278176247716,0.485,0.113,2.1444604017968e-31,"5","TUBA1C"
1.68775787898683e-35,1.68617555103474,0.915,0.397,2.37788207570454e-31,"5","COTL1"
1.78529843158031e-35,1.16582438348859,0.846,0.267,2.5153069602535e-31,"5","SNRPE"
1.83841942052738e-35,1.1773691186594,0.615,0.157,2.59014912158103e-31,"5","SLC25A39"
2.10857092510873e-35,1.07017899116114,0.385,0.071,2.97076557638569e-31,"5","FAM207A"
2.30278094397452e-35,1.03296709220959,0.523,0.117,3.2443880719657e-31,"5","GUSB"
2.92729590546191e-35,1.66972097093904,0.2,0.022,4.12426720120529e-31,"5","LRRC42"
3.32526891548044e-35,1.2684606242101,0.331,0.055,4.68497137502039e-31,"5","SERPINE2"
3.47406873254894e-35,1.20953507986558,0.385,0.071,4.8946154372882e-31,"5","ISOC2"
7.53219908339145e-35,1.558809518603,0.254,0.035,1.06121152885902e-30,"5","ANKRD26"
7.93676962532379e-35,1.23092618781066,0.362,0.065,1.11821147251187e-30,"5","RCC2"
8.47008524534037e-35,1.21985330110542,0.846,0.287,1.193350310216e-30,"5","SNRPF"
1.23905763742432e-34,1.53727070036636,0.185,0.019,1.74570830536713e-30,"5","TSPAN4"
1.59925522972995e-34,-1.36450387839923,1,1,2.25319069316652e-30,"5","KLRC2"
1.97823054728202e-34,2.8252432274553,0.108,0.007,2.78712901806563e-30,"5","NCS1"
2.18668884224205e-34,1.38009114142555,0.285,0.043,3.08082590983482e-30,"5","GALK1"
2.60114022047517e-34,1.02205112294037,0.662,0.18,3.66474645662747e-30,"5","FABP5"
3.5766539256583e-34,1.04592501909202,0.554,0.132,5.03914771585998e-30,"5","LAGE3"
3.68235541498535e-34,2.56718121783017,0.131,0.01,5.18807054417287e-30,"5","SLC29A1"
4.7037375928151e-34,1.85195121866602,0.177,0.018,6.62709589451719e-30,"5","SKP2"
4.76639100620528e-34,1.27932040402172,0.269,0.039,6.71536828864262e-30,"5","PDLIM7"
5.64693710669612e-34,1.09443977072899,0.723,0.211,7.95596968962416e-30,"5","PPM1G"
5.74542325488722e-34,1.41451676662934,0.277,0.042,8.09472682381061e-30,"5","BCKDK"
5.99150954400851e-34,1.93698828989276,0.123,0.009,8.44143779655359e-30,"5","RFX2"
9.42177806034044e-34,1.0850190668501,0.5,0.113,1.32743431092137e-29,"5","CD151"
1.10484229373925e-33,1.04731076431591,0.492,0.112,1.55661230764923e-29,"5","COMMD4"
1.10838230740973e-33,1.30627428571481,0.331,0.057,1.56159983290956e-29,"5","SPATS2L"
1.3522527317843e-33,1.62802919828357,0.192,0.022,1.90518887381091e-29,"5","PGAP2"
1.53175283044544e-33,2.24551724375014,0.138,0.011,2.15808656281459e-29,"5","ZGRF1"
1.63466182364139e-33,1.19691650479909,0.462,0.101,2.30307504332836e-29,"5","TSPAN5"
2.36244983180515e-33,1.37379769721766,0.331,0.058,3.32845556803027e-29,"5","SHMT2"
2.43552449116383e-33,1.16626812017781,0.838,0.291,3.43141045560072e-29,"5","BANF1"
2.72836895251296e-33,1.38238662664221,0.231,0.03,3.84399901719551e-29,"5","ARMC6"
3.86109426096729e-33,1.23912969339915,0.408,0.083,5.43989570427682e-29,"5","APOBEC3H"
5.57774541102152e-33,1.18620119443488,0.231,0.031,7.85848550958822e-29,"5","PAAF1"
5.62725097012175e-33,1.04553007417187,0.408,0.082,7.92823389180453e-29,"5","TMEM14A"
7.79992170645414e-33,1.20506532518144,0.438,0.094,1.09893096922232e-28,"5","MZT1"
7.80803232483988e-33,1.48615536240588,0.269,0.041,1.10007367424669e-28,"5","GCSH"
1.17860649656407e-32,2.21011957393917,0.131,0.01,1.66053869300912e-28,"5","EFCAB11"
1.47218099931025e-32,1.21403966668182,0.9,0.361,2.07415580992822e-28,"5","COX5A"
1.91844270887686e-32,1.2801387816088,0.3,0.05,2.7028939325366e-28,"5","FN3KRP"
2.78427067855397e-32,1.27662930296846,0.269,0.041,3.92275895901469e-28,"5","REEP4"
2.91800055123048e-32,1.14260951269755,0.269,0.041,4.11117097662862e-28,"5","ACADS"
4.5257003321741e-32,1.02420767286335,0.469,0.105,6.37625919800009e-28,"5","CPSF6"
4.81112514600665e-32,2.07440507585954,0.2,0.024,6.77839421820877e-28,"5","MASTL"
6.34008631102811e-32,1.12350168681653,0.4,0.082,8.93254760360751e-28,"5","CCDC14"
6.42013688517548e-32,1.08430653325323,0.285,0.046,9.04533085752373e-28,"5","TOR2A"
7.62759899148501e-32,1.21925246041804,0.369,0.072,1.07465242191032e-27,"5","EIF1AY"
8.40885469616495e-32,2.1606364424794,0.131,0.011,1.18472353814268e-27,"5","FANCB"
9.85607729924564e-32,2.00927284107781,0.131,0.011,1.38862273069072e-27,"5","CHAC2"
1.00766118925245e-31,1.21442769610726,0.531,0.135,1.41969384953778e-27,"5","PRKDC"
1.12070578901706e-31,1.47706320206892,0.169,0.018,1.57896238614614e-27,"5","GINS4"
1.15279122373881e-31,1.01119661813348,0.385,0.077,1.6241675551256e-27,"5","EBNA1BP2"
1.20249638002779e-31,2.0887219596092,0.177,0.02,1.69419714982116e-27,"5","B3GNTL1"
1.27794318135321e-31,1.32299803665985,0.254,0.038,1.80049414820853e-27,"5","CPSF3"
1.40191749903704e-31,1.10895344168694,0.354,0.067,1.97516156439329e-27,"5","R3HDM1"
1.45382240198956e-31,1.02962978143092,0.408,0.085,2.04829038216309e-27,"5","KLHDC3"
1.52721355512968e-31,1.46946039854933,0.269,0.042,2.1516911778222e-27,"5","DYRK4"
2.68322402478931e-31,-1.52477183907281,0.962,0.935,3.78039432852566e-27,"5","BTG1"
2.95259143164283e-31,1.29654329815925,0.262,0.04,4.15990606804158e-27,"5","FSD1"
4.05171615367141e-31,1.0644886295529,0.215,0.028,5.70846288890766e-27,"5","AAAS"
5.67186054083395e-31,2.03680977893872,0.254,0.039,7.99108431598096e-27,"5","EPAS1"
5.74150955070689e-31,1.92801072899984,0.138,0.012,8.08921280599094e-27,"5","TMEM97"
8.12379546319147e-31,1.00761433843793,0.331,0.061,1.14456154280905e-26,"5","SVBP"
8.82614425323351e-31,1.15166185360728,0.262,0.041,1.24351546383807e-26,"5","HSD17B4"
1.05771462853512e-30,1.18357649596279,0.946,0.452,1.49021414014313e-26,"5","COX8A"
1.06113233568925e-30,1.10712925943357,0.877,0.327,1.49502934775259e-26,"5","PKM"
1.31333295320098e-30,1.72476091059545,0.192,0.024,1.85035479776486e-26,"5","PRR4"
2.1765101136453e-30,1.05608072819138,0.7,0.212,3.06648509911486e-26,"5","NHP2"
2.58605953263005e-30,2.34353126488847,0.138,0.013,3.64349927552248e-26,"5","COL23A1"
4.01434362142522e-30,1.02559704317229,0.569,0.151,5.655808728226e-26,"5","SVIP"
4.02539475082232e-30,1.20843207022107,0.931,0.44,5.67137866443356e-26,"5","SLC25A5"
4.31244740870683e-30,1.14460558930326,0.346,0.067,6.07580715412705e-26,"5","PIGX"
4.60874958735822e-30,1.03671787349656,0.323,0.06,6.493267293629e-26,"5","MCMBP"
5.29242919495533e-30,2.00157775619616,0.123,0.01,7.45650349277256e-26,"5","BORA"
5.66493160602803e-30,1.22969083059086,0.3,0.053,7.98132213973289e-26,"5","CDKN2A"
6.41868967665706e-30,1.09802743263501,0.969,0.509,9.04329188544213e-26,"5","HMGN1"
7.1057653859194e-30,1.11276299666725,0.585,0.161,1.00113128522218e-25,"5","EBP"
8.61560799657256e-30,1.30078405249067,0.277,0.046,1.21385301063711e-25,"5","MRTO4"
1.08310908163557e-29,1.10336305644507,0.662,0.199,1.52599238511636e-25,"5","ANP32E"
1.48112592131507e-29,1.02517536018251,0.3,0.053,2.08675831054081e-25,"5","MKKS"
1.75105803652345e-29,1.32930445133692,0.238,0.036,2.46706566765789e-25,"5","KMT5A"
1.84022385880469e-29,1.02232207070687,0.8,0.274,2.59269139466993e-25,"5","PGAM1"
1.91023880125759e-29,1.43140871951363,0.138,0.013,2.69133544709182e-25,"5","SLC37A4"
1.97055576042475e-29,1.43534381703829,0.269,0.045,2.77631601086243e-25,"5","ISYNA1"
2.38643992354484e-29,1.15922751764885,0.208,0.028,3.36225520828233e-25,"5","ICMT"
2.94189258787774e-29,1.54797385803999,0.169,0.019,4.14483246706095e-25,"5","ACP2"
5.15750979950308e-29,1.39111249036121,0.2,0.027,7.2664155565199e-25,"5","SLC27A2"
5.98354676287081e-29,1.16435182829017,0.169,0.019,8.43021903420869e-25,"5","CLN6"
6.48077435002354e-29,1.26486946573347,0.277,0.048,9.13076298174817e-25,"5","FH"
7.63201518629065e-29,2.11148870978105,0.115,0.009,1.07527461959649e-24,"5","SOST"
7.68162171064772e-29,1.04435814554925,0.908,0.347,1.08226368281316e-24,"5","SNRPG"
8.22939240057248e-29,1.38044620670532,0.277,0.048,1.15943909531666e-24,"5","SPECC1"
1.13626741766797e-28,1.10655994331543,0.792,0.284,1.6008871647524e-24,"5","NASP"
1.57926520866397e-28,1.18718439657034,0.269,0.046,2.22502675248667e-24,"5","CASP2"
1.86637786282596e-28,1.80828591274927,0.154,0.017,2.62953977093549e-24,"5","MCM8"
1.88644101840667e-28,1.35915340511868,0.285,0.051,2.65780675083315e-24,"5","MCUR1"
1.97163239533219e-28,1.23024878312323,0.246,0.039,2.77783288178352e-24,"5","TIMM23"
1.99092874351416e-28,1.10547999431497,0.454,0.11,2.8050195067371e-24,"5","NDFIP2"
2.33887245526531e-28,1.18354541215555,0.323,0.063,3.2952374022233e-24,"5","SUSD3"
2.39764478501564e-28,1.37800071134936,0.231,0.035,3.37804173760853e-24,"5","XRCC1"
2.47221355236175e-28,2.3464798609357,0.115,0.009,3.48310167392247e-24,"5","NEMP1"
2.7621384299365e-28,1.47249244114711,0.208,0.029,3.89157683393753e-24,"5","SLC38A5"
2.77383487913265e-28,1.14114801944452,0.277,0.048,3.90805596120998e-24,"5","METTL21A"
2.79356265602169e-28,1.09043892511486,0.254,0.041,3.93585042606896e-24,"5","CRACR2B"
3.08453993613411e-28,1.63096640461128,0.2,0.027,4.34580831601935e-24,"5","UBR7"
3.76329385255139e-28,1.28069976728728,0.292,0.053,5.30210470885965e-24,"5","DERA"
3.86745035813586e-28,1.33267965650827,0.231,0.035,5.44885080957761e-24,"5","FADD"
4.10216462698765e-28,2.45141665260366,0.146,0.015,5.7795397429629e-24,"5","TIE1"
4.84376960453138e-28,1.23037771996758,0.269,0.046,6.82438699582426e-24,"5","ADCY3"
5.8678456903684e-28,1.86103953838519,0.123,0.011,8.26720779316004e-24,"5","EXO5"
5.90450524540546e-28,1.28606839701494,0.2,0.027,8.31885744025175e-24,"5","SENP1"
6.19103244907715e-28,1.56012102161637,0.192,0.026,8.7225456175048e-24,"5","ACAD9"
7.02105845776994e-28,1.70610300959378,0.138,0.014,9.89196926115206e-24,"5","ANKRD35"
7.49481944306205e-28,1.62258946934765,0.238,0.038,1.05594511133301e-23,"5","USP18"
8.67709467732288e-28,1.08414400780882,0.385,0.085,1.22251586908802e-23,"5","COMTD1"
1.13454272368635e-27,1.08538744479459,0.208,0.029,1.5984572434017e-23,"5","WEE1"
1.1766930247587e-27,1.28360681802922,0.231,0.036,1.65784280258253e-23,"5","CTPS1"
1.22203037957904e-27,1.02113007141841,0.692,0.223,1.72171860178891e-23,"5","C1QBP"
1.34704532771131e-27,1.09843270105474,0.523,0.143,1.89785216221247e-23,"5","SUPT16H"
1.47120834754399e-27,1.4315760911601,0.246,0.04,2.07278544085472e-23,"5","CDKAL1"
2.06644376324923e-27,1.05339938558973,0.746,0.257,2.91141261804185e-23,"5","CAPG"
3.54104775248022e-27,1.35126221547102,0.2,0.028,4.98898217846938e-23,"5","SLC25A40"
3.79649675154599e-27,1.11927315711964,0.908,0.402,5.34888427325315e-23,"5","LDHB"
4.35227441862519e-27,1.04173452780166,0.946,0.457,6.13191942840103e-23,"5","SNRPB"
5.57606167391714e-27,1.02472735677473,0.262,0.045,7.85611329238185e-23,"5","HAUS6"
5.94177367563967e-27,1.24873651957055,0.308,0.06,8.37136493160873e-23,"5","CDK5RAP2"
6.41938611131555e-27,1.21121615733199,0.185,0.024,9.04427309223249e-23,"5","ZNF814"
7.77516650549477e-27,1.50907296222955,0.138,0.014,1.09544320895916e-22,"5","MYEF2"
8.1935861291167e-27,1.85847576875691,0.131,0.013,1.15439434973125e-22,"5","FAM83D"
8.80017758228701e-27,1.26871623732035,0.246,0.041,1.23985701956842e-22,"5","HSPA14"
9.00844947091549e-27,1.0262106466829,0.908,0.431,1.26920044595728e-22,"5","MZT2B"
1.11212878153857e-26,1.23119770242759,0.269,0.048,1.56687824030969e-22,"5","PRPF19"
1.38276634841642e-26,2.51212407709533,0.208,0.031,1.94817950828389e-22,"5","MAML3"
1.40348064285276e-26,2.27171275350186,0.108,0.009,1.97736387771525e-22,"5","NREP"
1.47750479879578e-26,1.96742386384402,0.131,0.013,2.08165651102337e-22,"5","THEMIS"
1.68127778437811e-26,1.97169956544699,0.123,0.012,2.36875227041032e-22,"5","ZNF829"
1.96910439263307e-26,1.79766455727087,0.131,0.013,2.77427117878073e-22,"5","RHOBTB2"
1.98136239247895e-26,1.35705512227637,0.146,0.016,2.79154147476359e-22,"5","VAC14"
2.18356160537569e-26,1.20762389918536,0.285,0.053,3.07641994581381e-22,"5","ADK"
2.53998890210786e-26,1.85942965180915,0.146,0.016,3.57859036417977e-22,"5","CSTF2"
3.09756647224799e-26,1.11224066631322,0.238,0.039,4.36416140275019e-22,"5","FUNDC1"
3.35847071273064e-26,1.0666335516418,0.254,0.044,4.7317493871662e-22,"5","PHTF2"
4.22305410089717e-26,1.49258232138591,0.246,0.042,5.94986092275402e-22,"5","PCNT"
4.74655464449736e-26,1.10915173448995,0.231,0.038,6.68742083863233e-22,"5","MLST8"
5.80003333547871e-26,1.05448412170906,0.715,0.248,8.17166696635595e-22,"5","CKS2"
7.91086475476633e-26,1.71190376303058,0.131,0.013,1.11456173529903e-21,"5","NDC1"
9.82521054249745e-26,1.0027988767465,0.292,0.057,1.38427391333247e-21,"5","FBXO22"
1.10072259483133e-25,2.11021387153576,0.169,0.022,1.55080806385786e-21,"5","WWOX"
1.32787781879336e-25,1.13619057313045,0.315,0.065,1.87084705889797e-21,"5","NDUFAF4"
1.35845497862991e-25,1.24222950628323,0.969,0.609,1.91392721939167e-21,"5","GSTP1"
1.66692845984088e-25,1.20079438479466,0.192,0.028,2.34853550706981e-21,"5","SAAL1"
1.70852851995689e-25,1.20024354818853,0.208,0.032,2.40714583176726e-21,"5","KLHL23"
2.05494012786399e-25,1.07462468277662,0.3,0.06,2.89520514614758e-21,"5","AP1S1"
2.68559859247825e-25,1.24658362518222,0.223,0.036,3.78373985694261e-21,"5","PELP1"
2.92239505840471e-25,1.25598622002787,0.292,0.058,4.1173623977864e-21,"5","PGM2"
4.33294132377867e-25,1.52370883590908,0.177,0.024,6.10468103107177e-21,"5","CENPL"
4.48643031490517e-25,1.21673786271741,0.231,0.039,6.32093167066989e-21,"5","GTF2H3"
5.21697557898045e-25,1.46436888557821,0.223,0.037,7.35019689322556e-21,"5","HNRNPLL"
5.67966686641537e-25,1.25345320318921,0.231,0.039,8.00208264809261e-21,"5","FECH"
6.28583038560389e-25,1.39531759399777,0.169,0.022,8.85610643027732e-21,"5","TTI2"
6.30782880041844e-25,1.06010106379087,0.246,0.043,8.88709999690954e-21,"5","GPN3"
8.22171008337263e-25,1.07248445603813,0.223,0.037,1.15835673364637e-20,"5","FZR1"
8.66704579761622e-25,1.73408835849235,0.2,0.031,1.22110008242615e-20,"5","MYO1E"
9.18511227762245e-25,1.18893157212027,0.262,0.049,1.29409046879423e-20,"5","AFAP1L2"
9.27402075258933e-25,1.88180205770575,0.154,0.019,1.30661678383231e-20,"5","TIMM21"
9.65488859673767e-25,1.89969827601678,0.115,0.011,1.36027725439437e-20,"5","TSPAN13"
9.76411471739319e-25,1.00028202155198,0.223,0.037,1.37566612253353e-20,"5","SIGMAR1"
1.06239389921941e-24,1.08582443883513,0.3,0.061,1.49680676461023e-20,"5","CINP"
1.73568572542231e-24,1.05278643893063,0.192,0.028,2.44540761854749e-20,"5","ZFYVE19"
1.90597990323653e-24,1.44627439747383,0.2,0.031,2.68533508566994e-20,"5","BOLA1"
1.9060266083516e-24,2.29234278570902,0.1,0.008,2.68540088850657e-20,"5","SMIM10"
2.75191430553035e-24,1.59839123880571,0.138,0.016,3.87717206506172e-20,"5","ZNF85"
3.2711805797736e-24,1.38501973123666,0.169,0.023,4.60876631884302e-20,"5","INAFM1"
3.40585896997173e-24,1.15308520437449,0.292,0.06,4.79851470279317e-20,"5","OAS1"
3.8514063798209e-24,1.78301740783085,0.123,0.013,5.42624644852966e-20,"5","FAM166B"
4.98953931811847e-24,1.40038352998647,0.208,0.033,7.02976194529711e-20,"5","MIR181A1HG"
5.40178101711068e-24,1.06477437663996,0.215,0.036,7.61056927500724e-20,"5","CEP295"
5.47530097395973e-24,1.02463975844675,0.954,0.565,7.71415154221186e-20,"5","PPDPF"
5.49836315964438e-24,1.62875114436372,0.146,0.018,7.74664385562296e-20,"5","TST"
5.89897764296757e-24,1.22602000878908,0.208,0.033,8.31106960117701e-20,"5","XRCC4"
6.4465977929566e-24,1.52444260275026,0.162,0.021,9.08261163049655e-20,"5","TIMM8A"
9.77022397289032e-24,-1.27178929191681,0.954,0.871,1.37652685554052e-19,"5","DDX5"
1.00157615138793e-23,1.37253593327581,0.131,0.014,1.41112063969046e-19,"5","FKBPL"
1.30149952945056e-23,1.51467125275261,0.146,0.018,1.83368268704289e-19,"5","CPOX"
1.65935568010171e-23,1.6223473459064,0.123,0.013,2.3378662176953e-19,"5","SNX8"
1.65966741348234e-23,1.28403311091592,0.162,0.022,2.33830541885528e-19,"5","FDXR"
1.96153516512991e-23,1.05706742050618,0.185,0.028,2.76360689415153e-19,"5","G6PC3"
2.08284326575729e-23,1.21058721179062,0.185,0.028,2.93451787712545e-19,"5","NUDCD1"
2.23742268671115e-23,1.82685052197895,0.115,0.012,3.15230482330733e-19,"5","MESP1"
2.44682217229124e-23,1.41797735824452,0.138,0.016,3.44732775854113e-19,"5","CEP41"
2.52115835467383e-23,1.0233805679431,0.208,0.034,3.55206000589996e-19,"5","DOHH"
3.03865136656106e-23,1.04054204798806,0.3,0.064,4.28115591034787e-19,"5","ERI3"
3.58434331353806e-23,2.16250388428634,0.1,0.009,5.04998129444377e-19,"5","MACC1"
4.26799669318504e-23,1.51099996436474,0.169,0.024,6.0131805410284e-19,"5","TMEM39B"
4.38168200232639e-23,1.99250411125335,0.1,0.009,6.17335177307765e-19,"5","SUV39H1"
4.81534034736578e-23,1.32426110809927,0.154,0.02,6.78433301540364e-19,"5","LHPP"
4.83904225437777e-23,2.08713687413091,0.108,0.01,6.81772663219285e-19,"5","DNAH14"
5.67273201996404e-23,1.06776791905505,0.277,0.057,7.99231214292734e-19,"5","SLF2"
5.81515954784715e-23,1.28858807997225,0.2,0.033,8.19297828696185e-19,"5","CENPV"
6.5109072220118e-23,1.42708545015329,0.2,0.033,9.17321718509243e-19,"5","REC8"
7.07497913624628e-23,1.51552815346888,0.138,0.017,9.96793810505738e-19,"5","BDH1"
1.14875156679676e-22,1.46057412020732,0.154,0.02,1.61847608245995e-18,"5","GPA33"
1.26871689151639e-22,1.02483353094984,0.246,0.047,1.78749522845745e-18,"5","BLVRA"
1.28000726887255e-22,1.04518572222875,0.254,0.049,1.80340224111454e-18,"5","ACOT9"
1.30588099740895e-22,1.04691574842316,0.215,0.037,1.83985573724948e-18,"5","REPS1"
1.78829333243176e-22,1.50440365622081,0.146,0.019,2.51952647606311e-18,"5","MCEE"
1.88236706559735e-22,1.91139479376715,0.123,0.014,2.65206695872011e-18,"5","CCDC77"
1.92362619342383e-22,2.22826318712068,0.1,0.009,2.71019694391484e-18,"5","GEN1"
1.92645230042836e-22,1.2639031108904,0.154,0.021,2.71417864607352e-18,"5","UCK2"
2.11066818728511e-22,1.12117132384813,0.192,0.031,2.973720409066e-18,"5","AIMP2"
2.44722102958736e-22,1.23911491595783,0.154,0.021,3.44788970858564e-18,"5","GEMIN2"
2.47074496044887e-22,1.05383661218409,0.2,0.033,3.48103257477641e-18,"5","FBXO4"
2.74872550708999e-22,1.66648889011864,0.108,0.011,3.87267936693909e-18,"5","VANGL1"
3.82014766305732e-22,1.40533092669396,0.192,0.031,5.38220604248146e-18,"5","SFR1"
4.00527290389329e-22,1.52772063347189,0.115,0.012,5.64302899429526e-18,"5","EAF2"
4.13957534579619e-22,1.43202121747145,0.154,0.021,5.83224770469225e-18,"5","NEK6"
4.63293764950103e-22,1.31358677897726,0.2,0.034,6.527345854382e-18,"5","SH2B3"
4.77674881324401e-22,1.06201223687727,0.2,0.033,6.72996140297948e-18,"5","FAHD2A"
5.00481726805061e-22,1.9857448500589,0.1,0.009,7.0512870489565e-18,"5","KHK"
