"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig"
"HSPA1A",1.44701376942487e-284,3.58659455384129,0.847,0.254,2.0386976997427e-280,"Upregulated in Activated Stressed NK"
"DNAJB1",1.84892913410034e-275,2.95204430898207,0.876,0.352,2.60495625703396e-271,"Upregulated in Activated Stressed NK"
"HSPA1B",1.49637212056733e-266,3.49182911245422,0.754,0.16,2.1082386806673e-262,"Upregulated in Activated Stressed NK"
"FGFBP2",2.56929811066804e-258,-3.68471203722213,0.114,0.788,3.6198841081202e-254,"Upregulated in Mature Cytotoxic NK"
"JUN",1.45799882129788e-235,2.48572107203398,0.895,0.42,2.05417453932659e-231,"Upregulated in Activated Stressed NK"
"HSP90AA1",2.96063847046249e-175,1.94166501283286,0.956,0.803,4.17124354103461e-171,"Upregulated in Activated Stressed NK"
"FCGR3A",2.1020840686096e-170,-2.606144245944,0.187,0.704,2.96162624426407e-166,"Upregulated in Mature Cytotoxic NK"
"CST7",7.18355831777123e-164,-1.44867055410291,0.675,0.92,1.01209153139079e-159,"Upregulated in Mature Cytotoxic NK"
"GZMH",8.76205548958839e-162,-1.81034651598526,0.392,0.84,1.23448599792811e-157,"Upregulated in Mature Cytotoxic NK"
"PRF1",1.60302953833995e-153,-1.61119965645819,0.512,0.868,2.25850831656715e-149,"Upregulated in Mature Cytotoxic NK"
"DUSP1",1.08410008142396e-145,1.81497610813733,0.854,0.55,1.52738860471822e-141,"Upregulated in Activated Stressed NK"
"DNAJA1",8.40406656034975e-139,2.13064611078092,0.78,0.453,1.18404893768768e-134,"Upregulated in Activated Stressed NK"
"GZMB",1.86802695057624e-138,-1.12151827161277,0.67,0.948,2.63186317066687e-134,"Upregulated in Mature Cytotoxic NK"
"JUNB",1.0635534246712e-135,1.79202961833629,0.886,0.671,1.49844042001925e-131,"Upregulated in Activated Stressed NK"
"FOSB",1.09149339324745e-135,2.24194123006262,0.711,0.334,1.53780504174633e-131,"Upregulated in Activated Stressed NK"
"HSP90AB1",4.25129154461081e-135,1.7865781348517,0.846,0.551,5.98964465720217e-131,"Upregulated in Activated Stressed NK"
"FOS",3.36523724865374e-132,1.8891997019398,0.844,0.544,4.74128275962825e-128,"Upregulated in Activated Stressed NK"
"SPON2",7.04273386969857e-131,-3.32472493228911,0.117,0.555,9.92250774901831e-127,"Upregulated in Mature Cytotoxic NK"
"PPP1R15A",2.88114095091813e-118,1.88282416044125,0.689,0.312,4.05923948574855e-114,"Upregulated in Activated Stressed NK"
"HSPH1",3.36523167570835e-116,2.70731173505763,0.509,0.149,4.7412749079055e-112,"Upregulated in Activated Stressed NK"
"HSPA8",1.03322886340388e-114,1.35831836859212,0.874,0.697,1.45571614564973e-110,"Upregulated in Activated Stressed NK"
"NR4A1",2.67377197628412e-109,2.47111253371008,0.488,0.138,3.7670773373867e-105,"Upregulated in Activated Stressed NK"
"CD69",2.574923002389e-108,1.79128349562991,0.84,0.595,3.62780901806587e-104,"Upregulated in Activated Stressed NK"
"COTL1",3.29984096210865e-105,2.28187619520197,0.454,0.111,4.64914593151487e-101,"Upregulated in Activated Stressed NK"
"ARL4C",4.159924395931e-101,-2.03944443049189,0.254,0.619,5.86091748142719e-97,"Upregulated in Mature Cytotoxic NK"
"HSPA6",1.41199682520486e-99,4.50846859813289,0.317,0.046,1.98936232703112e-95,"Upregulated in Activated Stressed NK"
"XCL1",6.4081857884281e-95,2.481070880551,0.432,0.115,9.02849295731635e-91,"Upregulated in Activated Stressed NK"
"RHOB",1.01152491117201e-93,2.41882276963135,0.407,0.1,1.42513744735025e-89,"Upregulated in Activated Stressed NK"
"GADD45B",2.73780610948775e-93,1.7713754817578,0.72,0.425,3.85729502765729e-89,"Upregulated in Activated Stressed NK"
"UBC",1.08091589401242e-91,1.00160000060974,0.933,0.823,1.5229024030741e-87,"Upregulated in Activated Stressed NK"
"CAPG",1.84114330772334e-88,2.74729173584795,0.302,0.044,2.59398680625142e-84,"Upregulated in Activated Stressed NK"
"PLAC8",1.17270619828198e-86,-1.90123948777865,0.23,0.584,1.65222576275949e-82,"Upregulated in Mature Cytotoxic NK"
"HSPB1",1.53584067764304e-84,2.7050239157414,0.471,0.167,2.16384593073128e-80,"Upregulated in Activated Stressed NK"
"EGR1",1.71950857420614e-83,2.83256701052332,0.353,0.082,2.42261563019903e-79,"Upregulated in Activated Stressed NK"
"HSPE1",2.2119896885279e-79,1.72309008174154,0.668,0.422,3.11647227216695e-75,"Upregulated in Activated Stressed NK"
"GZMK",8.79119520880076e-79,2.72331602125748,0.307,0.059,1.23859149296794e-74,"Upregulated in Activated Stressed NK"
"KLRC1",1.94088408928271e-73,1.41836387938949,0.566,0.25,2.73451159339042e-69,"Upregulated in Activated Stressed NK"
"EFHD2",1.73667497387528e-70,-1.77782123270037,0.245,0.547,2.44680137069289e-66,"Upregulated in Mature Cytotoxic NK"
"ID3",1.65529479830329e-68,3.50301879219985,0.227,0.031,2.3321448413295e-64,"Upregulated in Activated Stressed NK"
"NFKBIA",7.0306705043841e-68,1.43564323295937,0.746,0.545,9.90551167362675e-64,"Upregulated in Activated Stressed NK"
"RGS1",2.04618787330168e-65,2.06187779095282,0.492,0.229,2.88287409469474e-61,"Upregulated in Activated Stressed NK"
"CCL4",4.0734341630686e-65,-1.06497406672188,0.719,0.897,5.73906139234735e-61,"Upregulated in Mature Cytotoxic NK"
"ITGB2",4.41023301935912e-65,-1.24172391851131,0.398,0.673,6.21357730097506e-61,"Upregulated in Mature Cytotoxic NK"
"RGS16",3.59613339890114e-63,3.81509096259163,0.197,0.023,5.06659234571181e-59,"Upregulated in Activated Stressed NK"
"KLRF1",8.02268796420361e-63,-1.26909257268257,0.345,0.662,1.13031650727665e-58,"Upregulated in Mature Cytotoxic NK"
"DUSP4",1.11492879171679e-61,3.20646730456093,0.206,0.028,1.57082317464979e-57,"Upregulated in Activated Stressed NK"
"HSPD1",1.15810774166e-60,2.10790167779948,0.504,0.261,1.63165799722477e-56,"Upregulated in Activated Stressed NK"
"RGCC",1.67692153066238e-60,2.07930127340213,0.446,0.187,2.36261474455022e-56,"Upregulated in Activated Stressed NK"
"CITED2",4.93338763842956e-60,1.86058291291668,0.488,0.232,6.95064984378341e-56,"Upregulated in Activated Stressed NK"
"DYNLL1",5.47400866379667e-59,1.14998520816566,0.72,0.49,7.71233080642313e-55,"Upregulated in Activated Stressed NK"
"DUSP2",2.69120284420414e-57,1.15535388728868,0.802,0.603,3.79163568719921e-53,"Upregulated in Activated Stressed NK"
"GADD45G",2.79853492991487e-57,3.26083125092294,0.199,0.029,3.94285586275707e-53,"Upregulated in Activated Stressed NK"
"CX3CR1",9.60054244978084e-57,-3.84561871372741,0.019,0.244,1.35262042574962e-52,"Upregulated in Mature Cytotoxic NK"
"BAG3",2.95852555535444e-55,3.80637724712894,0.168,0.018,4.16826665493888e-51,"Upregulated in Activated Stressed NK"
"S1PR5",3.35215314906927e-55,-2.34950023206458,0.069,0.323,4.72284857172369e-51,"Upregulated in Mature Cytotoxic NK"
"ATF3",8.75979946755488e-55,2.52053343532693,0.284,0.08,1.23416814698381e-50,"Upregulated in Activated Stressed NK"
"GZMM",5.95830593151185e-54,-1.22513354926343,0.325,0.598,8.39465722690705e-50,"Upregulated in Mature Cytotoxic NK"
"ZFAND2A",3.3788489573875e-51,2.3178589525128,0.311,0.103,4.76046029606325e-47,"Upregulated in Activated Stressed NK"
"CACYBP",3.45037433766724e-51,1.68659945170768,0.424,0.194,4.86123240433938e-47,"Upregulated in Activated Stressed NK"
"ITGA1",1.40454767386127e-50,2.72390921841129,0.161,0.018,1.97886721770314e-46,"Upregulated in Activated Stressed NK"
"CD74",1.81654527669272e-49,1.09261406573912,0.712,0.513,2.55933064033238e-45,"Upregulated in Activated Stressed NK"
"IER3",1.00497773919446e-48,2.2013583985465,0.297,0.097,1.41591313675107e-44,"Upregulated in Activated Stressed NK"
"RGS2",1.17586136330027e-48,1.51620240240919,0.536,0.301,1.65667107475375e-44,"Upregulated in Activated Stressed NK"
"TUBB4B",5.34473884424874e-48,1.35370763502969,0.55,0.323,7.53020255766205e-44,"Upregulated in Activated Stressed NK"
"ZEB2",6.69467839973747e-48,-1.56600345274879,0.203,0.456,9.43213239739012e-44,"Upregulated in Mature Cytotoxic NK"
"ID2",1.19664208721812e-47,1.14237676562546,0.849,0.749,1.68594903668161e-43,"Upregulated in Activated Stressed NK"
"PRSS23",2.84385281588111e-47,-2.97327228826941,0.03,0.234,4.00670423229489e-43,"Upregulated in Mature Cytotoxic NK"
"XCL2",4.34068366842354e-47,1.11994880325987,0.553,0.294,6.11558922044193e-43,"Upregulated in Activated Stressed NK"
"LMNA",1.52364786559275e-45,2.02903053902013,0.356,0.15,2.14666747783362e-41,"Upregulated in Activated Stressed NK"
"DNAJA4",2.93903696349554e-45,3.46399406138748,0.151,0.02,4.14080917786886e-41,"Upregulated in Activated Stressed NK"
"ITM2C",3.24073742353765e-45,3.07541679000605,0.138,0.014,4.5658749560222e-41,"Upregulated in Activated Stressed NK"
"NEU1",6.17489619930012e-45,1.76048958211032,0.318,0.116,8.69981125519394e-41,"Upregulated in Activated Stressed NK"
"ADGRG1",1.11456443212815e-44,-1.8185393608472,0.114,0.349,1.57030982842536e-40,"Upregulated in Mature Cytotoxic NK"
"CSF1",1.34248931458817e-44,4.41443191477084,0.12,0.008,1.89143319532327e-40,"Upregulated in Activated Stressed NK"
"ABHD17A",1.44750299620475e-44,-1.44416604821803,0.222,0.457,2.03938697135288e-40,"Upregulated in Mature Cytotoxic NK"
"PLEK",1.50420817578682e-44,-1.52214789835473,0.155,0.404,2.11927889886605e-40,"Upregulated in Mature Cytotoxic NK"
"ZC3H12A",1.77049844379633e-44,1.70578220418494,0.324,0.121,2.49445525746465e-40,"Upregulated in Activated Stressed NK"
"SRGAP3",2.38959023146547e-44,3.66112924522133,0.127,0.011,3.36669367711171e-40,"Upregulated in Activated Stressed NK"
"ANKRD37",1.04030033030645e-43,1.96134895717643,0.287,0.099,1.46567913536876e-39,"Upregulated in Activated Stressed NK"
"SOCS3",1.06585546949485e-43,2.04302954915492,0.215,0.052,1.50168377097129e-39,"Upregulated in Activated Stressed NK"
"IFNG",2.41393721282534e-43,1.5518380154963,0.507,0.279,3.40099613914963e-39,"Upregulated in Activated Stressed NK"
"EMP3",4.02487647009786e-43,-1.04183132551226,0.43,0.658,5.67064845872087e-39,"Upregulated in Mature Cytotoxic NK"
"CD83",1.00084634734644e-42,2.48754241699428,0.222,0.059,1.4100924187764e-38,"Upregulated in Activated Stressed NK"
"IER2",4.23234129293344e-42,1.01794861731624,0.796,0.681,5.96294564761392e-38,"Upregulated in Activated Stressed NK"
"NFKBIZ",1.16780622408579e-41,1.65509876275954,0.311,0.118,1.64532218911447e-37,"Upregulated in Activated Stressed NK"
"DNAJB4",1.59554064757453e-41,2.8400222123076,0.187,0.042,2.24795721836776e-37,"Upregulated in Activated Stressed NK"
"IGFBP7",5.14211250386018e-41,-3.23511724348373,0.015,0.186,7.2447223066886e-37,"Upregulated in Mature Cytotoxic NK"
"CD44",5.80304743642335e-41,1.11053641541794,0.533,0.309,8.17591353317686e-37,"Upregulated in Activated Stressed NK"
"KIR2DL4",1.96275084194198e-40,2.00568325043004,0.228,0.064,2.76531966121206e-36,"Upregulated in Activated Stressed NK"
