"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
8.10618038232378e-13,-0.616194698596577,0.236,0.356,1.1420797540656e-08,"4","PRMT2"
9.04930127020792e-13,1.40826856787517,0.106,0.05,1.27495605595959e-08,"4","ZNF296"
1.30384444732815e-12,-0.665060020853169,0.184,0.294,1.83698644184063e-08,"4","HNRNPR"
1.34076273967456e-12,-0.544383345037511,0.161,0.273,1.88900062392749e-08,"4","WASF2"
1.74186587562752e-12,-1.00601425804171,0.095,0.185,2.45411483217162e-08,"4","SEC14L1"
1.96777117110181e-12,-0.478738313511977,0.302,0.429,2.77239280296534e-08,"4","CCND3"
2.24774062332372e-12,1.02615492130394,0.154,0.086,3.1668417642008e-08,"4","PLK3"
2.49834411362454e-12,1.50680336109836,0.114,0.057,3.51991702168561e-08,"4","EGR2"
2.51221748818422e-12,0.697173491151384,0.465,0.387,3.53946321910275e-08,"4","CLK1"
2.88736773801543e-12,-0.588288476718983,0.183,0.293,4.06801240608994e-08,"4","DDX6"
3.52203243782396e-12,-0.437059816994889,0.383,0.503,4.96219150165018e-08,"4","NDUFB2"
3.63323807613421e-12,-0.522576662609022,0.215,0.331,5.11886912546549e-08,"4","NDUFS6"
3.86222043908953e-12,-0.652203090677558,0.184,0.289,5.44148237663324e-08,"4","ANKRD11"
4.45084930093539e-12,-0.227108489204538,0.971,0.98,6.27080158008787e-08,"4","TPT1"
4.58175982816514e-12,-1.07463292093917,0.061,0.141,6.45524142190187e-08,"4","AUTS2"
4.83793473676595e-12,-1.27432305719999,0.058,0.134,6.81616625062954e-08,"4","LYN"
4.98974849984622e-12,-0.418751787805943,0.391,0.511,7.03005666143334e-08,"4","DBI"
5.04487329373853e-12,-0.750735960618523,0.173,0.274,7.10772198354821e-08,"4","MAP3K8"
5.85853462844831e-12,-0.45816189438317,0.376,0.492,8.25408943802082e-08,"4","LIMD2"
6.85543906375466e-12,-0.454519186494959,0.472,0.574,9.65862809692394e-08,"4","FCER1G"
7.34328724429896e-12,0.921885573266255,0.204,0.128,1.03459573984928e-07,"4","MARCKSL1"
7.46390488136389e-12,1.00715396833494,0.18,0.109,1.05158955873536e-07,"4","LRIF1"
8.05694798885944e-12,-0.786398807484222,0.09,0.176,1.13514340215041e-07,"4","PTPN12"
8.75574161359779e-12,-0.661286165948235,0.232,0.342,1.23359643593979e-07,"4","UCP2"
8.87255643860991e-12,-0.570229088752086,0.187,0.296,1.25005447663575e-07,"4","TNFRSF1B"
9.92589235799478e-12,-0.559738643653561,0.198,0.305,1.39845897431788e-07,"4","DNAJC8"
1.06208635192306e-11,-1.16729742259495,0.069,0.147,1.4963734612244e-07,"4","S1PR5"
1.11922665111052e-11,-0.511870974848446,0.719,0.776,1.5768784287496e-07,"4","CCL4"
1.14825141442285e-11,-0.452256685184525,0.293,0.416,1.61777141778035e-07,"4","TRAPPC1"
1.23784501283892e-11,-0.815991064601621,0.162,0.262,1.74399983858876e-07,"4","STAT4"
1.3409874495988e-11,-1.24584162677774,0.034,0.1,1.88931721773974e-07,"4","PXN"
1.35114225230142e-11,-0.845709517688997,0.11,0.199,1.90362431926748e-07,"4","ARAP2"
1.47394744053126e-11,-0.244254356333999,0.833,0.89,2.07664454896449e-07,"4","MYL6"
1.57368737478124e-11,0.659584766734536,0.496,0.426,2.21716814232929e-07,"4","ZFP36L1"
1.79389170114384e-11,-0.492983451538935,0.268,0.386,2.52741401774155e-07,"4","NDUFB7"
1.83656140997609e-11,-1.29873042644432,0.044,0.112,2.58753137051531e-07,"4","GTF3C1"
1.95333084642037e-11,-1.13243018455698,0.058,0.132,2.75204782952166e-07,"4","ESYT2"
1.98819886887935e-11,-0.68535700322779,0.105,0.195,2.80117338636412e-07,"4","S1PR4"
2.06345695567305e-11,-0.41055115634657,0.372,0.493,2.90720450484776e-07,"4","PNISR"
2.08583124966322e-11,-0.808614598095038,0.107,0.196,2.93872764765051e-07,"4","OGT"
2.53855310450863e-11,-0.439228019647749,0.289,0.405,3.57656746894221e-07,"4","CHST12"
2.68927879753948e-11,-0.45714349346702,0.32,0.438,3.78892489785337e-07,"4","SRRM1"
2.7703387412002e-11,-0.59583080856456,0.216,0.324,3.90313025247696e-07,"4","MYO1F"
2.93912309871397e-11,1.16203715242072,0.11,0.056,4.14093053377811e-07,"4","ARL4D"
2.95045141452583e-11,-0.666795311981566,0.096,0.181,4.15689099792544e-07,"4","TFDP2"
