"","tissue_residency_auc","HALLMARK_CHOLESTEROL_HOMEOSTASIS_auc","HALLMARK_TGF_BETA_SIGNALING_auc","HALLMARK_OXIDATIVE_PHOSPHORYLATION_auc","GOBP_RESPONSE_TO_PROSTAGLANDIN_auc","HALLMARK_HYPOXIA_auc","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY_auc","HALLMARK_MTORC1_SIGNALING_auc","HALLMARK_NOTCH_SIGNALING_auc","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY_auc","HALLMARK_GLYCOLYSIS_auc","HALLMARK_WNT_BETA_CATENIN_SIGNALING_auc"
"1",0.0847383227431826,0.0392644412212724,0.0585953884865986,0.0784579138651353,0.0240749983966996,0.0683357156512773,0.0768067448581093,0.0620415686399117,0.0322284340126078,0.119029180586937,0.0348283599895887,0.0206124972527078
"2",0.147564442898658,0.0442955784514603,0.0686487745881605,0.0801752597495099,0.015043811649599,0.0764183506004396,0.0798035024764422,0.0656400805346579,0.0309528754428714,0.10673600437022,0.0412024606838148,0.0239783489739491
"3",0.0980957069252412,0.0426247510491175,0.0711048239704289,0.0771207020200972,0.0162471990912676,0.08011600521053,0.0798547376232196,0.0692360237926515,0.0302204599773315,0.100955013847992,0.0415746354374757,0.0237784865326212
"4",0.126061510777075,0.0448865192391764,0.0774959191060475,0.0728796970952694,0.01431126839423,0.0830050663988983,0.0853220187703657,0.0705659284016588,0.0303633444566277,0.100439756171704,0.0404740764859632,0.0238494383593998
"5",0.132093599876027,0.0472584113479147,0.0706916619603128,0.124031568030687,0.00910238529485391,0.0739787695645436,0.0883341962748912,0.0831135640609639,0.032125710760648,0.100552666223491,0.0602678235145074,0.0168090870078318
